GameKey,GameName,MainGenre,SubGenre
beyond-blue,Beyond Blue,Adventure,Casual
coloring-game-3,Coloring Game 3,Casual,Indie
sludge-life,Sludge Life,Action,none
commandos-2-hd-remaster,Commandos 2 - HD Remaster,Strategy,none
predator-hunting-grounds,Predator: Hunting Grounds,Shooter,Action
kingdom-hearts-iii-re-mind,Kingdom Hearts III: Re Mind,RPG,none
windbound,Windbound,Indie,Adventure
darwin-project,Darwin Project,Action,none
medieval-dynasty,Medieval Dynasty,Adventure,Action
enemy-on-board,Enemy On Board,Indie,Action
parkasaurus,Parkasaurus,Simulation,none
pokemon-mystery-dungeon-rescue-team-dx,Pokémon Mystery Dungeon: Rescue Team DX,Strategy,Adventure
tokyo-mirage-sessions-fe-encore,Tokyo Mirage Sessions ♯FE Encore,RPG,none
shapezio,shapez.io,Puzzle,Casual
sprout,Sprout,Adventure,Action
vagrus-the-riven-realms-prologue,Vagrus - The Riven Realms: Prologue,Strategy,Indie
rustler-prologue,Rustler: Prologue,Racing,Indie
soviet-jump-game,Soviet Jump Game,Casual,Indie
murder-by-numbers,Murder by Numbers,Indie,Adventure
one-piece-pirate-warriors-4,ONE PIECE: PIRATE WARRIORS 4,Action,none
until-you-fall,Until You Fall,Indie,Adventure
djmax-respect-v,DJMAX RESPECT V,Casual,Action
help-will-come-tomorrow,Help Will Come Tomorrow,Strategy,Adventure
quantum-league-free-open-beta,Quantum League - Free Open Beta,Strategy,Action
partisans-1941,Partisans 1941,Strategy,Indie
deck-of-ashes,Deck of Ashes,Strategy,Indie
holdfast-nations-at-war,Holdfast: Nations At War,Indie,Action
in-other-waters,In Other Waters,Indie,Adventure
shantae-and-the-seven-sirens,Shantae and the Seven Sirens,Platformer,Adventure
prodeus,Prodeus,Casual,Indie
zombie-army-dead-war-4,Zombie Army 4: Dead War,Shooter,Arcade
the-jackbox-party-pack-7,The Jackbox Party Pack 7,Casual,Indie
there-is-no-game-wrong-dimension-2,There Is No Game: Wrong Dimension,Casual,Indie
ultrakill,ULTRAKILL,Indie,Action
samurai-jack-battle-through-time,Samurai Jack: Battle Through Time,Adventure,Action
ever-forward-prologue,Ever Forward Prologue,Casual,Indie
control-ultimate-edition,Control Ultimate Edition,Shooter,Adventure
spellbreak,Spellbreak,Action,none
madden-nfl-21,Madden NFL 21,Strategy,Simulation
hyrule-warriors-age-of-calamity,Hyrule Warriors: Age of Calamity,Adventure,Action
kingdom-hearts-hd-1525-remix,KINGDOM HEARTS - HD 1.5+2.5 ReMIX,none,none
siege-survival-gloria-victis-prologue,Siege Survival: Gloria Victis Prologue,Adventure,RPG
need-for-speed-hot-pursuit-remastered,Need for Speed: Hot Pursuit Remastered,Racing,Action
skul-the-hero-slayer,Skul: The Hero Slayer,Indie,Action
atom-rpg-trudograd,ATOM RPG Trudograd,RPG,none
the-uncertain,The Uncertain: Light At The End,Adventure,Action
inertial-drift-sunset-prologue,Inertial Drift: Sunset Prologue,Racing,none
ministry-of-broadcast,Ministry of Broadcast,Indie,Adventure
bu-luo-yu-wan-dao,Sands of Salzaar,Indie,Strategy
out-of-space-3,Out of Space,Strategy,Indie
samurai-shodown-neogeo-collection,Samurai Shodown NeoGeo Collection,Action,Fighting
virtuaverse,VirtuaVerse,Indie,Adventure
wasteland-remastered,Wasteland Remastered,Strategy,RPG
destroy-all-humans-demo,Destroy All Humans! Demo,none,none
trackmania-2020,TrackMania (2020),Racing,Massively Multiplayer
bloodroots,Bloodroots,Indie,Action
9-monkeys-of-shaolin-prologue,9 Monkeys of Shaolin: Prologue,Indie,Adventure
desperados-iii-demo,Desperados III Demo,none,none
iron-man-vr,Marvel's Iron Man VR,Shooter,Adventure
bloodstained-curse-of-the-moon-2,Bloodstained: Curse of the Moon 2,Platformer,Action
remothered-broken-porcelain,Remothered: Broken Porcelain,Adventure,Action
sakuna-of-rice-and-ruin,Sakuna: Of Rice and Ruin,Platformer,Action
notre-dame-de-paris-journey-back-in-time,Notre-Dame de Paris: Journey Back in Time,Casual,none
hello-neighbor-2-alpha-1,Hello Neighbor 2 Alpha 1,Indie,Strategy
elderborn,ELDERBORN,Indie,Action
raji-an-ancient-epis,Raji: An Ancient Epic,Indie,Adventure
kunai-2,KUNAI,Indie,Adventure
112-operator,112 Operator,Strategy,Indie
beyond-a-steel-sky,Beyond a Steel Sky,Indie,Adventure
maid-of-sker,Maid of Sker,Indie,Adventure
mlb-the-show-20,MLB The Show 20,Sports,none
sinkr,SiNKR,Casual,Indie
solasta-crown-of-the-magister,Solasta: Crown of the Magister,Strategy,Adventure
blood-of-steel,Blood of Steel,Strategy,Massively Multiplayer
barn-finders,Barn Finders,Casual,Indie
peaky-blinders-mastermind,Peaky Blinders: Mastermind,Indie,Strategy
liberated,Liberated,Indie,Adventure
project-cars-3,Project CARS 3,Racing,Simulation
control-awe,Control: AWE,Shooter,Adventure
summer-in-mara,Summer in Mara,Indie,Adventure
crown-trick,Crown Trick,Indie,Strategy
talvisota-winter-war,Talvisota - Winter War,Massively Multiplayer,Action
house-of-detention,House of Detention,Adventure,Action
cris-tales,Cris Tales,Adventure,Action
cook-serve-delicious-3,"Cook, Serve, Delicious! 3?!",Strategy,Indie
the-survivalists,The Survivalists,Indie,Adventure
captain-tsubasa-rise-of-new-champions,Captain Tsubasa: Rise of New Champions,Casual,Action
art-of-rally,art of rally,Racing,Indie
filament-2,Filament,Strategy,Indie
hylics-2,Hylics 2,Adventure,RPG
the-room-vr-a-dark-matter,The Room VR: A Dark Matter,Adventure,Puzzle
ooblets,Ooblets,Indie,Adventure
dreamscaper-2,Dreamscaper,Adventure,Action
ao-tennis-2,AO Tennis 2,Sports,none
fairy-tail,Fairy Tail,Adventure,RPG
if-found,If Found...,Casual,Indie
patapon-2-remastered,Patapon 2 Remastered,Action,none
someday-youll-return,Someday You'll Return,Indie,Adventure
furry-love,Furry Love,Adventure,Action
evans-remains,Evan's Remains,Indie,Adventure
final-fantasy-crystal-chronicles-remastered-editio,Final Fantasy Crystal Chronicles Remastered Edition,Action,RPG
those-who-remain,Those Who Remain,Adventure,none
jetsnguns-2,Jets'n'Guns 2,Indie,Action
epic-battle-fantasy-5,Epic Battle Fantasy 5,Strategy,Adventure
neversong,Neversong,Casual,Indie
state-of-decay-2-juggernaut-edition,State of Decay 2: Juggernaut Edition,Shooter,Adventure
kill-it-with-fire-heatwave,Kill It With Fire: HEATWAVE,Casual,Indie
mrmine,Mr.Mine,Casual,Indie
drug-dealer-simulator,Drug Dealer Simulator,Indie,Action
the-indifferent-wonder-of-an-edible-place,The Indifferent Wonder of an Edible Place,Casual,Indie
paradise-killer,Paradise Killer,Indie,Adventure
dunk-lords,Dunk Lords,Indie,Action
disc-room-2,Disc Room,Indie,Adventure
going-under,Going Under,Indie,Action
creepy-tale,Creepy Tale,Indie,Platformer
conglomerate-451,Conglomerate 451,Indie,RPG
population-zero,Population Zero,Adventure,Action
poly-bridge-2,Poly Bridge 2,Indie,Simulation
cube-escape-collection,Cube Escape Collection,Indie,Adventure
3-out-of-10,3 out of 10,Adventure,none
pumpkin-jack,Pumpkin Jack,Indie,Adventure
fast-furious-crossroads,Fast & Furious Crossroads,Racing,Action
thug-life-game,Thug Life Game,Casual,none
being-a-dik-season-1,Being a DIK - Season 1,Indie,none
broken-lines,Broken Lines,Strategy,none
table-manners-2,Table Manners,Strategy,Indie
hellbound,Hellbound,Indie,Action
good-job,Good Job!,Action,Puzzle
bugsnax,Bugsnax,Indie,Adventure
wildfire,Wildfire,Indie,Action
the-alto-collection,The Alto Collection,Indie,Adventure
record-of-lodoss-war-deedlit-in-wonder-labyrinth,Record of Lodoss War-Deedlit in Wonder Labyrinth,Indie,Action
a-long-way-down,A Long Way Down,Indie,Strategy
incremental-adventures,Incremental Adventures,Casual,Indie
vigil-the-longest-night,Vigil: The Longest Night,Indie,Action
kingdom-hearts-melody-of-memory,Kingdom Hearts: Melody of Memory,Family,Arcade
no-straight-roads,No Straight Roads,Action,RPG
road-bustle,Road Bustle,Casual,none
51-worldwide-classics,51 Worldwide Classics,Casual,Family
a-monsters-expedition,A Monster's Expedition,Adventure,Puzzle
the-almost-gone,The Almost Gone,Indie,Adventure
alders-blood,Alder's Blood,Strategy,Indie
cloud-gardens,Cloud Gardens,Casual,Indie
nexomon-extinction,Nexomon: Extinction,Indie,Adventure
deadly-premonition-2-a-blessing-in-disguise,Deadly Premonition 2: A Blessing in Disguise,Action,none
as-far-as-the-eye,As Far As The Eye,Strategy,Indie
shin-megami-tensei-iii-nocturne-hd-remaster,Shin Megami Tensei III: Nocturne HD Remaster,RPG,none
the-solitaire-conspiracy,The Solitaire Conspiracy,Card,Strategy
efootball-pes-2021,eFootball PES 2021,Sports,none
5d-chess-with-multiverse-time-travel,5D Chess With Multiverse Time Travel,Indie,none
gonner2,GONNER2,Platformer,Action
blightbound,Blightbound,Indie,Adventure
fantasy-general-ii-prologue,Fantasy General II: Prologue,Strategy,none
my-hero-ones-justice-2,MY HERO ONE'S JUSTICE 2,Action,Fighting
one-punch-man-a-hero-nobody-knows,One Punch Man: A Hero Nobody Knows,Action,Fighting
rock-of-ages-3-make-break,Rock of Ages 3: Make & Break,Racing,Strategy
metamorphosis-2,Metamorphosis,Indie,Adventure
the-falconeer,The Falconeer,Indie,Simulation
rollercoaster-tycoon-3-complete-edition,RollerCoaster Tycoon 3: Complete Edition,Strategy,Simulation
genetic-disaster,Genetic Disaster,Indie,Action
atlantica-global,Atlantica Global,Adventure,Action
pretty-neko,Pretty Neko,Casual,Indie
mortal-kombat-11-aftermath,Mortal Kombat 11: Aftermath,Action,Fighting
receiver-2,Receiver 2,Indie,Action
port-royale-4,Port Royale 4,Strategy,Simulation
yokais-secret,Yokai's Secret,Casual,Indie
wwe-2k-battlegrounds,WWE 2K Battlegrounds,Action,Fighting
pikmin-3-deluxe,Pikmin 3 Deluxe,Strategy,Adventure
disaster-report-4-summer-memories,Disaster Report 4: Summer Memories,none,none
night-of-the-consumers,NIGHT OF THE CONSUMERS,Action,none
accident-the-pilot,Accident: The Pilot,Indie,Simulation
necromunda-underhive-wars,Necromunda: Underhive Wars,Strategy,Action
xia-yin-ge-pathofwuxia,PathOfWuxia,Indie,RPG
astros-playroom,Astro's Playroom,Platformer,Action
embr,Embr,Indie,Action
pga-tour-2k21,PGA TOUR 2K21,Simulation,Sports
world-of-warcraft-shadowlands,World of Warcraft: Shadowlands,Massively Multiplayer,RPG
9-monkeys-of-shaolin,9 Monkeys of Shaolin,Indie,Adventure
dog-duty,Dog Duty,Indie,Shooter
dr-kawashimas-brain-training-for-nintendo-switch,Dr Kawashima's Brain Training for Nintendo Switch,Puzzle,none
broomstick-league,Broomstick League,Strategy,Indie
drill-deal-borehole-alpha,Drill Deal: Borehole (Alpha),Indie,none
sackboy-a-big-adventure-2,Sackboy: A Big Adventure,Platformer,Action
azur-lane-crosswave-2,Azur Lane Crosswave,Adventure,Action
skyhill-black-mist,SKYHILL: Black Mist,Indie,Adventure
corruption-2029,CORRUPTION 2029,Strategy,none
azur-lane-crosswave,Azur Lane: Crosswave,Shooter,Action
anthology-of-fear-prologue,Anthology of Fear: Prologue,Indie,Adventure
fuser,Fuser,Casual,Family
i-am-dead,I Am Dead,Indie,Adventure
paws-and-soul-first-step,Paws and Soul: First Step,Indie,Adventure
titanfall-3,Titanfall­,Action,none
my-name-is-mayo-2,My Name is Mayo 2,Simulation,none
inertial-drift,Inertial Drift,Racing,Indie
dungeon-defenders-awakened,Dungeon Defenders: Awakened,Strategy,Indie
3on3-freestyle-rebound,3on3 FreeStyle: Rebound,Casual,Indie
umurangi-generation,Umurangi Generation,Casual,Indie
magnificent-5,Magnificent 5,Indie,Massively Multiplayer
ikenfell,Ikenfell,Indie,RPG
roundguard,Roundguard,Action,RPG
seek-girl-iv-2,Seek Girl Ⅳ,Adventure,Action
the-waylanders,THE WAYLANDERS,Indie,Adventure
higurashi-when-they-cry-hou-ch8-matsuribayashi,Higurashi When They Cry Hou - Ch.8 Matsuribayashi,Adventure,none
taur,Taur,Strategy,Indie
dragonfang-drahns-mystery-dungeon,DragonFang - Drahn's Mystery Dungeon,RPG,none
night-of-the-dead,Night of the Dead,Indie,Adventure
bossgard,BOSSGARD,Indie,Action
chicken-police,Chicken Police – Paint it RED!,Adventure,none
infestation-battle-royale,Infestation: Battle Royale,Indie,Massively Multiplayer
doom-the-ancient-gods,Doom Eternal: The Ancient Gods - Part One,Shooter,none
mission-its-complicated,Mission: It's Complicated,Casual,Indie
puzzle-girls-alexa,Puzzle Girls: Alexa,Casual,Indie
foregone,Foregone,Indie,Adventure
jet-lancer,Jet Lancer,Indie,Action
panzer-dragoon-2,Panzer Dragoon: Remake,Action,none
destiny-2-beyond-light,Destiny 2: Beyond Light,Shooter,Adventure
wide-ocean-big-jacket,Wide Ocean Big Jacket,Casual,Indie
clash-force,Clash Force,Indie,Arcade
wintermoor-tactics-club,Wintermoor Tactics Club,Strategy,Adventure
space-crew,Space Crew,Strategy,Indie
waking,WAKING,Indie,Adventure
tactical-three-kingdoms-3-kingdoms-strategy-war,Tactical Three Kingdoms (3 Kingdoms) - Strategy & War,Casual,Strategy
change-a-homeless-survival-experience,CHANGE: A Homeless Survival Experience,Strategy,Indie
far-out,Far-Out,Indie,Adventure
krush-kill-n-destroy-xtreme,Krush Kill 'N Destroy Xtreme,Strategy,none
best-friend-forever,Best Friend Forever,Indie,Adventure
banners-of-ruin,Banners of Ruin,Card,Strategy
harem-girl-nikki,Harem Girl: Nikki,Adventure,RPG
rune-factory-4-special,Rune Factory 4 Special,RPG,none
the-shattering,The Shattering,Indie,Adventure
bug-academy,Bug Academy,Casual,Indie
ninjala,Ninjala,Action,none
ironsmith-medieval-simulator-prologue,Ironsmith Medieval Simulator: Prologue,Indie,Simulation
wish,Wish,Adventure,Action
hyperparasite,HyperParasite,Indie,Shooter
the-outer-worlds-peril-on-gordon,The Outer Worlds: Peril on Gordon,Shooter,RPG
notruf-112-die-feuerwehr-simulation-2-showroom,Notruf 112 - Die Feuerwehr Simulation 2: Showroom,Casual,Simulation
atelier-shallie-alchemists-of-the-dusk-sea-dx,Atelier Shallie: Alchemists of the Dusk Sea DX,Adventure,RPG
suicide-guy-vr,Suicide Guy VR,Action,none
combat-arms-the-classic,Combat Arms: the Classic,Adventure,Action
love-wish,Love wish,Casual,Indie
imagination-online-board-game,Imagination - Online Board game,Casual,Massively Multiplayer
dungeontop,DungeonTop,Strategy,Indie
ary-and-the-secret-of-seasons,Ary and the Secret of Seasons,Indie,Adventure
kill-it-with-fire-2,Kill It With Fire,Casual,Indie
wrc-9,WRC 9,Racing,none
the-legend-of-heroes-trails-of-cold-steel-iv,The Legend of Heroes: Trails of Cold Steel IV,RPG,none
tonight-we-riot,Tonight We Riot,Indie,Action
jiangshi-x-daoshi,Jiangshi x Daoshi,Casual,Adventure
hero-of-the-kingdom-the-lost-tales-1,Hero of the Kingdom: The Lost Tales 1,Adventure,RPG
bayonetta-vanquish-10th-anniversary-bundle,Bayonetta & Vanquish 10th Anniversary Bundle,Action,none
hentai-mosaique-neko-waifus,Hentai Mosaique Neko Waifus,Casual,RPG
sundered-eldritch-edition,Sundered: Eldritch Edition,Action,none
harem-girl-alicia,Harem Girl: Alicia,Casual,Indie
g-string,G String,Indie,Adventure
sword-art-online-alicization-lycoris-2,SWORD ART ONLINE Alicization Lycoris,Adventure,Action
transient-2,Transient,Indie,Adventure
super-buckyball-tournament-preseason,Super Buckyball Tournament Preseason,Action,Casual
leons-identitat,Leons Identität,Adventure,none
voidtrain,Voidtrain,Indie,Action
infliction,Infliction,Indie,none
relicta,Relicta,Indie,Adventure
krush-kill-n-destroy-2-krossfire,Krush Kill ‘N Destroy 2: Krossfire,Strategy,none
motogp-20,MotoGP 20,Racing,Action
paper-tanks,PAPER TANKS,Adventure,Action
fury-unleashed,Fury Unleashed,Shooter,Action
warface-breakout,Warface: Breakout,Shooter,Massively Multiplayer
the-signifier,The Signifier,Indie,Adventure
super-mega-baseball-3,Super Mega Baseball 3,Indie,Action
immortal-realms-vampire-wars,Immortal Realms: Vampire Wars,Strategy,Action
vertigo-remastered,Vertigo Remastered,Indie,Adventure
overpass-2,Overpass(2020),Racing,Adventure
commander-85-prologue,Commander '85 Prologue,Indie,Adventure
main-assembly,Main Assembly,Indie,Adventure
secret-government,Secret Government,Strategy,Simulation
nascar-heat-5,NASCAR Heat 5,Racing,Sports
evil-democracy-1932,Evil Democracy: 1932,Strategy,Indie
