GameKey,DateKey,DeveloperKey,PublisherKey,PlatfromKey,StoreKey,ESRBKey,PublicRating,Metacritic,Playtime,OwnerReviews
dota-underlords,2020-02-25,valve-software,valve,android,google-play,not-yet-rated,3.22,,3,445
dota-underlords,2020-02-25,valve-software,valve,macos,apple-appstore,not-yet-rated,3.22,,3,445
dota-underlords,2020-02-25,valve-software,valve,linux,steam,not-yet-rated,3.22,,3,445
dota-underlords,2020-02-25,valve-software,valve,linux,google-play,not-yet-rated,3.22,,3,445
ghost-of-tsushima,2020-07-17,sucker-punch-productions,sony-interactive-entertainment,playstation5,playstation-store,rating-pending,4.44,83.0,0,234
ghost-of-tsushima,2020-07-17,sucker-punch-productions,sony-interactive-entertainment,playstation4,playstation-store,rating-pending,4.44,83.0,0,234
ori-and-the-will-of-the-wisps,2020-03-10,moon-studios-gmbh,microsoft-studios,pc,steam,not-yet-rated,4.45,90.0,13,394
ori-and-the-will-of-the-wisps,2020-03-10,moon-studios-gmbh,microsoft-studios,pc,xbox-store,not-yet-rated,4.45,90.0,13,394
ori-and-the-will-of-the-wisps,2020-03-10,moon-studios-gmbh,microsoft-studios,xbox-one,xbox-store,not-yet-rated,4.45,90.0,13,394
ori-and-the-will-of-the-wisps,2020-03-10,moon-studios-gmbh,microsoft-studios,xbox-series-x,xbox-store,not-yet-rated,4.45,90.0,13,394
ori-and-the-will-of-the-wisps,2020-03-10,moon-studios-gmbh,microsoft-studios,nintendo-switch,nintendo,not-yet-rated,4.45,90.0,13,394
final-fantasy-vii-remake,2020-04-10,square-enix,square-enix,playstation4,playstation-store,teen,4.64,87.0,0,217
mafia-iii-definitive-edition,2020-05-19,2k-czech,2k-games,pc,xbox-store,not-yet-rated,3.13,,0,131
mafia-iii-definitive-edition,2020-05-19,2k-czech,2k-games,pc,epic-games,not-yet-rated,3.13,,0,131
mafia-iii-definitive-edition,2020-05-19,2k-czech,2k-games,pc,steam,not-yet-rated,3.13,,0,131
mafia-iii-definitive-edition,2020-05-19,2k-czech,2k-games,xbox-one,xbox-store,not-yet-rated,3.13,,0,131
mafia-iii-definitive-edition,2020-05-19,2k-czech,2k-games,playstation4,playstation-store,not-yet-rated,3.13,,0,131
superhot-mind-control-delete,2020-07-15,superhot-team,superhot-team,pc,xbox-store,not-yet-rated,3.87,79.0,2,82
superhot-mind-control-delete,2020-07-15,superhot-team,superhot-team,pc,gog,not-yet-rated,3.87,79.0,2,82
superhot-mind-control-delete,2020-07-15,superhot-team,superhot-team,pc,epic-games,not-yet-rated,3.87,79.0,2,82
superhot-mind-control-delete,2020-07-15,superhot-team,superhot-team,pc,steam,not-yet-rated,3.87,79.0,2,82
superhot-mind-control-delete,2020-07-15,superhot-team,superhot-team,xbox-one,xbox-store,not-yet-rated,3.87,79.0,2,82
superhot-mind-control-delete,2020-07-15,superhot-team,superhot-team,playstation4,playstation-store,not-yet-rated,3.87,79.0,2,82
superhot-mind-control-delete,2020-07-15,superhot-team,superhot-team,macos,apple-appstore,not-yet-rated,3.87,79.0,2,82
superhot-mind-control-delete,2020-07-15,superhot-team,superhot-team,linux,xbox-store,not-yet-rated,3.87,79.0,2,82
superhot-mind-control-delete,2020-07-15,superhot-team,superhot-team,linux,gog,not-yet-rated,3.87,79.0,2,82
superhot-mind-control-delete,2020-07-15,superhot-team,superhot-team,linux,epic-games,not-yet-rated,3.87,79.0,2,82
superhot-mind-control-delete,2020-07-15,superhot-team,superhot-team,linux,steam,not-yet-rated,3.87,79.0,2,82
resident-evil-3,2020-04-02,capcom,capcom,pc,xbox-store,mature,4.05,80.0,8,223
resident-evil-3,2020-04-02,capcom,capcom,pc,steam,mature,4.05,80.0,8,223
resident-evil-3,2020-04-02,capcom,capcom,xbox-one,xbox-store,mature,4.05,80.0,8,223
resident-evil-3,2020-04-02,capcom,capcom,playstation4,playstation-store,mature,4.05,80.0,8,223
hades-2018,2020-09-17,supergiant-games,supergiant-games,pc,steam,rating-pending,4.52,92.0,5,219
hades-2018,2020-09-17,supergiant-games,supergiant-games,pc,epic-games,rating-pending,4.52,92.0,5,219
hades-2018,2020-09-17,supergiant-games,supergiant-games,nintendo-switch,nintendo,rating-pending,4.52,92.0,5,219
factorio,2020-08-14,wube-software-ltd,wube-software-ltd,pc,gog,not-yet-rated,4.35,94.0,16,363
factorio,2020-08-14,wube-software-ltd,wube-software-ltd,pc,steam,not-yet-rated,4.35,94.0,16,363
factorio,2020-08-14,wube-software-ltd,wube-software-ltd,macos,apple-appstore,not-yet-rated,4.35,94.0,16,363
factorio,2020-08-14,wube-software-ltd,wube-software-ltd,linux,gog,not-yet-rated,4.35,94.0,16,363
factorio,2020-08-14,wube-software-ltd,wube-software-ltd,linux,steam,not-yet-rated,4.35,94.0,16,363
kentucky-route-zero,2020-01-28,cardboard-computer,annapurna-interactive,pc,itch,not-yet-rated,4.02,81.0,1,162
kentucky-route-zero,2020-01-28,cardboard-computer,annapurna-interactive,pc,gog,not-yet-rated,4.02,81.0,1,162
kentucky-route-zero,2020-01-28,cardboard-computer,annapurna-interactive,pc,steam,not-yet-rated,4.02,81.0,1,162
kentucky-route-zero,2020-01-28,cardboard-computer,annapurna-interactive,nintendo-switch,nintendo,not-yet-rated,4.02,81.0,1,162
kentucky-route-zero,2020-01-28,cardboard-computer,annapurna-interactive,macos,apple-appstore,not-yet-rated,4.02,81.0,1,162
kentucky-route-zero,2020-01-28,cardboard-computer,annapurna-interactive,linux,itch,not-yet-rated,4.02,81.0,1,162
kentucky-route-zero,2020-01-28,cardboard-computer,annapurna-interactive,linux,gog,not-yet-rated,4.02,81.0,1,162
kentucky-route-zero,2020-01-28,cardboard-computer,annapurna-interactive,linux,steam,not-yet-rated,4.02,81.0,1,162
risk-of-rain-2,2020-08-11,hopoo-games,gearbox-publishing,pc,xbox-store,not-yet-rated,4.11,85.0,6,272
risk-of-rain-2,2020-08-11,hopoo-games,gearbox-publishing,pc,steam,not-yet-rated,4.11,85.0,6,272
risk-of-rain-2,2020-08-11,hopoo-games,gearbox-publishing,xbox-one,xbox-store,not-yet-rated,4.11,85.0,6,272
risk-of-rain-2,2020-08-11,hopoo-games,gearbox-publishing,playstation4,playstation-store,not-yet-rated,4.11,85.0,6,272
risk-of-rain-2,2020-08-11,hopoo-games,gearbox-publishing,nintendo-switch,nintendo,not-yet-rated,4.11,85.0,6,272
helltaker,2020-05-11,vanripper,vanripper,pc,steam,not-yet-rated,4.04,,1,120
helltaker,2020-05-11,vanripper,vanripper,macos,apple-appstore,not-yet-rated,4.04,,1,120
helltaker,2020-05-11,vanripper,vanripper,linux,steam,not-yet-rated,4.04,,1,120
streets-of-rage-4,2020-04-30,dotemu,dotemu,pc,xbox-store,teen,4.1,84.0,3,160
streets-of-rage-4,2020-04-30,dotemu,dotemu,pc,gog,teen,4.1,84.0,3,160
streets-of-rage-4,2020-04-30,dotemu,dotemu,pc,steam,teen,4.1,84.0,3,160
streets-of-rage-4,2020-04-30,dotemu,dotemu,xbox-one,xbox-store,teen,4.1,84.0,3,160
streets-of-rage-4,2020-04-30,dotemu,dotemu,playstation4,playstation-store,teen,4.1,84.0,3,160
streets-of-rage-4,2020-04-30,dotemu,dotemu,nintendo-switch,nintendo,teen,4.1,84.0,3,160
mafia,2020-09-25,hangar-13,2k-games,pc,epic-games,mature,4.24,78.0,8,144
mafia,2020-09-25,hangar-13,2k-games,pc,steam,mature,4.24,78.0,8,144
mafia,2020-09-25,hangar-13,2k-games,pc,xbox-store,mature,4.24,78.0,8,144
mafia,2020-09-25,hangar-13,2k-games,xbox-one,xbox-store,mature,4.24,78.0,8,144
mafia,2020-09-25,hangar-13,2k-games,playstation4,playstation-store,mature,4.24,78.0,8,144
streets-of-kamurocho,2020-10-17,empty-clip-studios,sega-2,pc,steam,not-yet-rated,3.64,,1,13
genshin-impact,2020-09-28,mihoyo-limited,mihoyo-limited,pc,google-play,teen,3.74,82.0,0,124
genshin-impact,2020-09-28,mihoyo-limited,mihoyo-limited,playstation4,playstation-store,teen,3.74,82.0,0,124
genshin-impact,2020-09-28,mihoyo-limited,mihoyo-limited,nintendo-switch,nintendo,teen,3.74,82.0,0,124
genshin-impact,2020-09-28,mihoyo-limited,mihoyo-limited,ios,apple-appstore,teen,3.74,82.0,0,124
genshin-impact,2020-09-28,mihoyo-limited,mihoyo-limited,android,google-play,teen,3.74,82.0,0,124
watch-dogs-legion,2020-10-29,ubisoft,ubisoft-entertainment,pc,xbox-store,mature,3.28,73.0,0,64
watch-dogs-legion,2020-10-29,ubisoft,ubisoft-entertainment,pc,epic-games,mature,3.28,73.0,0,64
watch-dogs-legion,2020-10-29,ubisoft,ubisoft-entertainment,playstation5,playstation-store,mature,3.28,73.0,0,64
watch-dogs-legion,2020-10-29,ubisoft,ubisoft-entertainment,xbox-one,xbox-store,mature,3.28,73.0,0,64
watch-dogs-legion,2020-10-29,ubisoft,ubisoft-entertainment,playstation4,playstation-store,mature,3.28,73.0,0,64
watch-dogs-legion,2020-10-29,ubisoft,ubisoft-entertainment,xbox-series-x,xbox-store,mature,3.28,73.0,0,64
assassins-creed-valhalla,2020-11-10,ubisoft-montreal,ubisoft-entertainment,pc,xbox-store,mature,3.82,,0,33
assassins-creed-valhalla,2020-11-10,ubisoft-montreal,ubisoft-entertainment,pc,epic-games,mature,3.82,,0,33
assassins-creed-valhalla,2020-11-10,ubisoft-montreal,ubisoft-entertainment,playstation5,playstation-store,mature,3.82,,0,33
assassins-creed-valhalla,2020-11-10,ubisoft-montreal,ubisoft-entertainment,xbox-one,xbox-store,mature,3.82,,0,33
assassins-creed-valhalla,2020-11-10,ubisoft-montreal,ubisoft-entertainment,playstation4,playstation-store,mature,3.82,,0,33
assassins-creed-valhalla,2020-11-10,ubisoft-montreal,ubisoft-entertainment,xbox-series-x,xbox-store,mature,3.82,,0,33
animal-crossing-2019,2020-03-20,nintendo,nintendo,nintendo-switch,nintendo,everyone,4.36,90.0,0,365
half-life-alyx,2020-03-23,valve-software,valve,pc,steam,mature,4.38,93.0,7,116
marvels-avengers,2020-09-04,crystal-dynamics,square-enix,pc,xbox-store,teen,2.58,67.0,12,89
marvels-avengers,2020-09-04,crystal-dynamics,square-enix,pc,steam,teen,2.58,67.0,12,89
marvels-avengers,2020-09-04,crystal-dynamics,square-enix,xbox-one,xbox-store,teen,2.58,67.0,12,89
marvels-avengers,2020-09-04,crystal-dynamics,square-enix,playstation4,playstation-store,teen,2.58,67.0,12,89
endless-zone,2020-10-16,sega,sega-2,pc,steam,not-yet-rated,0.0,,1,4
persona-5-royal,2020-03-31,atlus,atlus,playstation4,playstation-store,mature,4.81,95.0,0,111
armor-of-heroes,2020-10-15,sega,sega-2,pc,steam,not-yet-rated,0.0,,1,4
call-of-duty-modern-warfare-2-campaign-remastered,2020-03-31,infinity-ward,activision-blizzard,pc,xbox-store,mature,4.01,71.0,0,92
call-of-duty-modern-warfare-2-campaign-remastered,2020-03-31,infinity-ward,activision-blizzard,xbox-one,xbox-store,mature,4.01,71.0,0,92
call-of-duty-modern-warfare-2-campaign-remastered,2020-03-31,infinity-ward,activision-blizzard,playstation4,playstation-store,mature,4.01,71.0,0,92
carrion,2020-07-23,phobia-game-studio,devolver-digital,pc,xbox-store,mature,3.91,76.0,3,123
carrion,2020-07-23,phobia-game-studio,devolver-digital,pc,gog,mature,3.91,76.0,3,123
carrion,2020-07-23,phobia-game-studio,devolver-digital,pc,steam,mature,3.91,76.0,3,123
carrion,2020-07-23,phobia-game-studio,devolver-digital,xbox-one,xbox-store,mature,3.91,76.0,3,123
carrion,2020-07-23,phobia-game-studio,devolver-digital,nintendo-switch,nintendo,mature,3.91,76.0,3,123
carrion,2020-07-23,phobia-game-studio,devolver-digital,macos,apple-appstore,mature,3.91,76.0,3,123
carrion,2020-07-23,phobia-game-studio,devolver-digital,linux,xbox-store,mature,3.91,76.0,3,123
carrion,2020-07-23,phobia-game-studio,devolver-digital,linux,gog,mature,3.91,76.0,3,123
carrion,2020-07-23,phobia-game-studio,devolver-digital,linux,steam,mature,3.91,76.0,3,123
gears-tactics,2020-04-28,splash-damage,microsoft-studios,pc,xbox-store,adults-only,3.78,80.0,8,79
gears-tactics,2020-04-28,splash-damage,microsoft-studios,pc,steam,adults-only,3.78,80.0,8,79
gears-tactics,2020-04-28,splash-damage,microsoft-studios,xbox-one,xbox-store,adults-only,3.78,80.0,8,79
wasteland-3,2020-08-28,inxile-entertainment-2,deep-silver,pc,xbox-store,teen,3.97,83.0,8,75
wasteland-3,2020-08-28,inxile-entertainment-2,deep-silver,pc,gog,teen,3.97,83.0,8,75
wasteland-3,2020-08-28,inxile-entertainment-2,deep-silver,pc,steam,teen,3.97,83.0,8,75
wasteland-3,2020-08-28,inxile-entertainment-2,deep-silver,xbox-one,xbox-store,teen,3.97,83.0,8,75
wasteland-3,2020-08-28,inxile-entertainment-2,deep-silver,playstation4,playstation-store,teen,3.97,83.0,8,75
wasteland-3,2020-08-28,inxile-entertainment-2,deep-silver,macos,apple-appstore,teen,3.97,83.0,8,75
wasteland-3,2020-08-28,inxile-entertainment-2,deep-silver,linux,xbox-store,teen,3.97,83.0,8,75
wasteland-3,2020-08-28,inxile-entertainment-2,deep-silver,linux,gog,teen,3.97,83.0,8,75
wasteland-3,2020-08-28,inxile-entertainment-2,deep-silver,linux,steam,teen,3.97,83.0,8,75
devolverland-expo,2020-07-11,flying-wild-hog,devolver-digital,pc,steam,not-yet-rated,3.79,,1,36
mount-blade-ii-bannerlord,2020-03-29,taleworlds-entertainment,taleworlds-entertainment,pc,gog,not-yet-rated,4.04,,17,70
mount-blade-ii-bannerlord,2020-03-29,taleworlds-entertainment,taleworlds-entertainment,pc,epic-games,not-yet-rated,4.04,,17,70
mount-blade-ii-bannerlord,2020-03-29,taleworlds-entertainment,taleworlds-entertainment,pc,steam,not-yet-rated,4.04,,17,70
squad,2020-09-23,offworld-industries,offworld-industries,pc,steam,not-yet-rated,3.95,,7,40
golden-axed-a-cancelled-prototype,2020-10-18,sega,sega-2,pc,steam,not-yet-rated,3.0,,1,6
ghostrunner-demo,2020-10-22,3d-realms,505-games,pc,gog,not-yet-rated,3.86,,1,7
neighbours-back-from-hell,2020-10-07,thq-nordic,handygames,pc,xbox-store,not-yet-rated,4.14,,2,20
neighbours-back-from-hell,2020-10-07,thq-nordic,handygames,pc,gog,not-yet-rated,4.14,,2,20
neighbours-back-from-hell,2020-10-07,thq-nordic,handygames,pc,steam,not-yet-rated,4.14,,2,20
neighbours-back-from-hell,2020-10-07,thq-nordic,handygames,xbox-one,xbox-store,not-yet-rated,4.14,,2,20
neighbours-back-from-hell,2020-10-07,thq-nordic,handygames,playstation4,playstation-store,not-yet-rated,4.14,,2,20
tony-hawks-pro-skater-12,2020-09-04,vicarious-visions,activision-blizzard,pc,xbox-store,teen,4.47,88.0,0,48
tony-hawks-pro-skater-12,2020-09-04,vicarious-visions,activision-blizzard,pc,epic-games,teen,4.47,88.0,0,48
tony-hawks-pro-skater-12,2020-09-04,vicarious-visions,activision-blizzard,xbox-one,xbox-store,teen,4.47,88.0,0,48
tony-hawks-pro-skater-12,2020-09-04,vicarious-visions,activision-blizzard,playstation4,playstation-store,teen,4.47,88.0,0,48
crusader-kings-iii,2020-09-01,paradox-developement-studios,paradox-interactive,pc,steam,not-yet-rated,4.34,91.0,8,69
crusader-kings-iii,2020-09-01,paradox-developement-studios,paradox-interactive,macos,apple-appstore,not-yet-rated,4.34,91.0,8,69
crusader-kings-iii,2020-09-01,paradox-developement-studios,paradox-interactive,linux,steam,not-yet-rated,4.34,91.0,8,69
doom-64-2020,2020-03-19,id-software,bethesda-softworks,pc,steam,mature,3.71,76.0,1,45
doom-64-2020,2020-03-19,id-software,bethesda-softworks,pc,xbox-store,mature,3.71,76.0,1,45
doom-64-2020,2020-03-19,id-software,bethesda-softworks,xbox-one,xbox-store,mature,3.71,76.0,1,45
doom-64-2020,2020-03-19,id-software,bethesda-softworks,playstation4,playstation-store,mature,3.71,76.0,1,45
doom-64-2020,2020-03-19,id-software,bethesda-softworks,nintendo-switch,nintendo,mature,3.71,76.0,1,45
project-resistance,2020-04-03,capcom,capcom,pc,steam,mature,2.45,63.0,2,40
project-resistance,2020-04-03,capcom,capcom,xbox-one,xbox-store,mature,2.45,63.0,2,40
project-resistance,2020-04-03,capcom,capcom,playstation4,playstation-store,mature,2.45,63.0,2,40
delores-a-thimbleweed-park-mini-adventure,2020-05-08,terrible-toybox,terrible-toybox,pc,epic-games,not-yet-rated,2.77,,1,21
delores-a-thimbleweed-park-mini-adventure,2020-05-08,terrible-toybox,terrible-toybox,pc,gog,not-yet-rated,2.77,,1,21
delores-a-thimbleweed-park-mini-adventure,2020-05-08,terrible-toybox,terrible-toybox,pc,steam,not-yet-rated,2.77,,1,21
delores-a-thimbleweed-park-mini-adventure,2020-05-08,terrible-toybox,terrible-toybox,macos,apple-appstore,not-yet-rated,2.77,,1,21
trailmakers,2020-05-21,flashbulb,flashbulb,pc,xbox-store,not-yet-rated,3.41,,3,32
trailmakers,2020-05-21,flashbulb,flashbulb,pc,steam,not-yet-rated,3.41,,3,32
trailmakers,2020-05-21,flashbulb,flashbulb,xbox-one,xbox-store,not-yet-rated,3.41,,3,32
trailmakers,2020-05-21,flashbulb,flashbulb,playstation4,playstation-store,not-yet-rated,3.41,,3,32
unrailed,2020-09-23,indoor-astronaut,daedalic-entertainment,pc,xbox-store,not-yet-rated,3.32,73.0,2,19
unrailed,2020-09-23,indoor-astronaut,daedalic-entertainment,pc,steam,not-yet-rated,3.32,73.0,2,19
unrailed,2020-09-23,indoor-astronaut,daedalic-entertainment,xbox-one,xbox-store,not-yet-rated,3.32,73.0,2,19
unrailed,2020-09-23,indoor-astronaut,daedalic-entertainment,playstation4,playstation-store,not-yet-rated,3.32,73.0,2,19
unrailed,2020-09-23,indoor-astronaut,daedalic-entertainment,nintendo-switch,nintendo,not-yet-rated,3.32,73.0,2,19
baldurs-gate-3,2020-10-06,larian-studios,larian-studios,pc,steam,mature,4.47,,5,15
baldurs-gate-3,2020-10-06,larian-studios,larian-studios,pc,gog,mature,4.47,,5,15
phasmophobia,2020-09-18,kinetic-games,kinetic-games,pc,steam,not-yet-rated,3.85,,5,25
ghostrunner,2020-10-27,3d-realms,all-in-games,pc,xbox-store,mature,3.91,78.0,3,56
ghostrunner,2020-10-27,3d-realms,all-in-games,pc,gog,mature,3.91,78.0,3,56
ghostrunner,2020-10-27,3d-realms,all-in-games,pc,steam,mature,3.91,78.0,3,56
ghostrunner,2020-10-27,3d-realms,all-in-games,xbox-one,xbox-store,mature,3.91,78.0,3,56
ghostrunner,2020-10-27,3d-realms,all-in-games,playstation4,playstation-store,mature,3.91,78.0,3,56
ghostrunner,2020-10-27,3d-realms,all-in-games,nintendo-switch,nintendo,mature,3.91,78.0,3,56
lightmatter,2020-01-15,tunnel-vision-games,aspyr,pc,steam,everyone-10-plus,3.77,73.0,1,13
microsoft-flight-simulator,2020-08-18,asobo-studio,microsoft-studios,pc,steam,everyone,4.14,91.0,16,54
microsoft-flight-simulator,2020-08-18,asobo-studio,microsoft-studios,pc,xbox-store,everyone,4.14,91.0,16,54
microsoft-flight-simulator,2020-08-18,asobo-studio,microsoft-studios,xbox-one,xbox-store,everyone,4.14,91.0,16,54
noita,2020-10-15,nolla-games,nolla-games,pc,itch,not-yet-rated,4.04,76.0,2,57
noita,2020-10-15,nolla-games,nolla-games,pc,gog,not-yet-rated,4.04,76.0,2,57
noita,2020-10-15,nolla-games,nolla-games,pc,steam,not-yet-rated,4.04,76.0,2,57
star-wars-squadrons,2020-10-02,electronic-arts,electronic-arts,pc,epic-games,teen,3.43,79.0,3,25
star-wars-squadrons,2020-10-02,electronic-arts,electronic-arts,pc,xbox-store,teen,3.43,79.0,3,25
star-wars-squadrons,2020-10-02,electronic-arts,electronic-arts,pc,steam,teen,3.43,79.0,3,25
star-wars-squadrons,2020-10-02,electronic-arts,electronic-arts,xbox-one,xbox-store,teen,3.43,79.0,3,25
star-wars-squadrons,2020-10-02,electronic-arts,electronic-arts,playstation4,playstation-store,teen,3.43,79.0,3,25
nioh-2,2020-03-13,team-ninja,sony-interactive-entertainment,pc,steam,mature,4.14,85.0,0,43
nioh-2,2020-03-13,team-ninja,sony-interactive-entertainment,playstation5,playstation-store,mature,4.14,85.0,0,43
nioh-2,2020-03-13,team-ninja,sony-interactive-entertainment,playstation4,playstation-store,mature,4.14,85.0,0,43
the-coma-2-vicious-sisters,2020-01-27,devespresso-games,devespresso-games,pc,xbox-store,not-yet-rated,3.87,,3,15
the-coma-2-vicious-sisters,2020-01-27,devespresso-games,devespresso-games,pc,gog,not-yet-rated,3.87,,3,15
the-coma-2-vicious-sisters,2020-01-27,devespresso-games,devespresso-games,pc,steam,not-yet-rated,3.87,,3,15
the-coma-2-vicious-sisters,2020-01-27,devespresso-games,devespresso-games,xbox-one,xbox-store,not-yet-rated,3.87,,3,15
the-coma-2-vicious-sisters,2020-01-27,devespresso-games,devespresso-games,playstation4,playstation-store,not-yet-rated,3.87,,3,15
the-coma-2-vicious-sisters,2020-01-27,devespresso-games,devespresso-games,macos,apple-appstore,not-yet-rated,3.87,,3,15
the-coma-2-vicious-sisters,2020-01-27,devespresso-games,devespresso-games,linux,xbox-store,not-yet-rated,3.87,,3,15
the-coma-2-vicious-sisters,2020-01-27,devespresso-games,devespresso-games,linux,gog,not-yet-rated,3.87,,3,15
the-coma-2-vicious-sisters,2020-01-27,devespresso-games,devespresso-games,linux,steam,not-yet-rated,3.87,,3,15
the-suicide-of-rachel-foster,2020-02-18,one-o-one-games,daedalic-entertainment,pc,xbox-store,mature,3.19,63.0,3,36
the-suicide-of-rachel-foster,2020-02-18,one-o-one-games,daedalic-entertainment,pc,gog,mature,3.19,63.0,3,36
the-suicide-of-rachel-foster,2020-02-18,one-o-one-games,daedalic-entertainment,pc,steam,mature,3.19,63.0,3,36
the-suicide-of-rachel-foster,2020-02-18,one-o-one-games,daedalic-entertainment,xbox-one,xbox-store,mature,3.19,63.0,3,36
the-suicide-of-rachel-foster,2020-02-18,one-o-one-games,daedalic-entertainment,playstation4,playstation-store,mature,3.19,63.0,3,36
journey-to-the-savage-planet,2020-01-28,typhoon-studios,505-games,pc,epic-games,teen,3.77,76.0,0,74
journey-to-the-savage-planet,2020-01-28,typhoon-studios,505-games,pc,xbox-store,teen,3.77,76.0,0,74
journey-to-the-savage-planet,2020-01-28,typhoon-studios,505-games,xbox-one,xbox-store,teen,3.77,76.0,0,74
journey-to-the-savage-planet,2020-01-28,typhoon-studios,505-games,playstation4,playstation-store,teen,3.77,76.0,0,74
spiritfire,2020-08-18,thunder-lotus-games,thunder-lotus-games,pc,xbox-store,not-yet-rated,4.05,83.0,5,38
spiritfire,2020-08-18,thunder-lotus-games,thunder-lotus-games,pc,gog,not-yet-rated,4.05,83.0,5,38
spiritfire,2020-08-18,thunder-lotus-games,thunder-lotus-games,pc,steam,not-yet-rated,4.05,83.0,5,38
spiritfire,2020-08-18,thunder-lotus-games,thunder-lotus-games,xbox-one,xbox-store,not-yet-rated,4.05,83.0,5,38
spiritfire,2020-08-18,thunder-lotus-games,thunder-lotus-games,playstation4,playstation-store,not-yet-rated,4.05,83.0,5,38
spiritfire,2020-08-18,thunder-lotus-games,thunder-lotus-games,nintendo-switch,nintendo,not-yet-rated,4.05,83.0,5,38
spiritfire,2020-08-18,thunder-lotus-games,thunder-lotus-games,macos,apple-appstore,not-yet-rated,4.05,83.0,5,38
spiritfire,2020-08-18,thunder-lotus-games,thunder-lotus-games,linux,xbox-store,not-yet-rated,4.05,83.0,5,38
spiritfire,2020-08-18,thunder-lotus-games,thunder-lotus-games,linux,gog,not-yet-rated,4.05,83.0,5,38
spiritfire,2020-08-18,thunder-lotus-games,thunder-lotus-games,linux,steam,not-yet-rated,4.05,83.0,5,38
through-the-darkest-of-times,2020-01-29,paintbucket-games,handygames,pc,xbox-store,teen,3.89,,1,8
through-the-darkest-of-times,2020-01-29,paintbucket-games,handygames,pc,gog,teen,3.89,,1,8
through-the-darkest-of-times,2020-01-29,paintbucket-games,handygames,pc,steam,teen,3.89,,1,8
through-the-darkest-of-times,2020-01-29,paintbucket-games,handygames,xbox-one,xbox-store,teen,3.89,,1,8
through-the-darkest-of-times,2020-01-29,paintbucket-games,handygames,playstation4,playstation-store,teen,3.89,,1,8
through-the-darkest-of-times,2020-01-29,paintbucket-games,handygames,ios,apple-appstore,teen,3.89,,1,8
through-the-darkest-of-times,2020-01-29,paintbucket-games,handygames,macos,apple-appstore,teen,3.89,,1,8
dragon-ball-z-kakarot,2020-01-16,cyberconnect2-co,bandai-namco-entertainment,pc,xbox-store,teen,3.71,73.0,11,66
dragon-ball-z-kakarot,2020-01-16,cyberconnect2-co,bandai-namco-entertainment,pc,steam,teen,3.71,73.0,11,66
dragon-ball-z-kakarot,2020-01-16,cyberconnect2-co,bandai-namco-entertainment,xbox-one,xbox-store,teen,3.71,73.0,11,66
dragon-ball-z-kakarot,2020-01-16,cyberconnect2-co,bandai-namco-entertainment,playstation4,playstation-store,teen,3.71,73.0,11,66
builders-of-egypt-prologue,2020-03-01,strategy-labs,playway-sa-3,pc,steam,not-yet-rated,2.16,,1,19
builders-of-egypt-prologue,2020-03-01,strategy-labs,playway-sa-3,pc,gog,not-yet-rated,2.16,,1,19
alders-blood-prologue,2020-02-04,shockwork-games,no-gravity-games,pc,steam,not-yet-rated,2.39,,0,18
alders-blood-prologue,2020-02-04,shockwork-games,no-gravity-games,pc,itch,not-yet-rated,2.39,,0,18
alders-blood-prologue,2020-02-04,shockwork-games,no-gravity-games,pc,gog,not-yet-rated,2.39,,0,18
