GameKey,DateKey,DeveloperKey,PublisherKey,PlatfromKey,StoreKey,ESRBKey,PublicRating,Metacritic,Playtime,OwnerReviews
a-plague-tale-innocence,2019-05-13,asobo-studio,focus-home-interactive,xbox-one,xbox-store,mature,4.18,82.0,5,556
a-plague-tale-innocence,2019-05-13,asobo-studio,focus-home-interactive,playstation4,playstation-store,mature,4.18,82.0,5,556
days-gone,2019-04-26,sie-bend-studio,sony-interactive-entertainment,playstation4,playstation-store,mature,3.93,71.0,0,480
gears-5,2019-09-10,the-coalition,microsoft-studios,pc,xbox-store,not-yet-rated,3.94,83.0,6,465
gears-5,2019-09-10,the-coalition,microsoft-studios,pc,steam,not-yet-rated,3.94,83.0,6,465
gears-5,2019-09-10,the-coalition,microsoft-studios,xbox-one,xbox-store,not-yet-rated,3.94,83.0,6,465
gears-5,2019-09-10,the-coalition,microsoft-studios,xbox-series-x,xbox-store,not-yet-rated,3.94,83.0,6,465
borderlands-3,2019-09-13,2k,2k-games,pc,steam,mature,3.92,80.0,9,380
borderlands-3,2019-09-13,2k,2k-games,pc,xbox-store,mature,3.92,80.0,9,380
borderlands-3,2019-09-13,2k,2k-games,pc,epic-games,mature,3.92,80.0,9,380
borderlands-3,2019-09-13,2k,2k-games,playstation5,playstation-store,mature,3.92,80.0,9,380
borderlands-3,2019-09-13,2k,2k-games,xbox-one,xbox-store,mature,3.92,80.0,9,380
borderlands-3,2019-09-13,2k,2k-games,playstation4,playstation-store,mature,3.92,80.0,9,380
borderlands-3,2019-09-13,2k,2k-games,xbox-series-x,xbox-store,mature,3.92,80.0,9,380
slay-the-spire,2019-01-22,mega-crit-games,humble-bundle,pc,xbox-store,teen,4.37,87.0,12,543
slay-the-spire,2019-01-22,mega-crit-games,humble-bundle,pc,gog,teen,4.37,87.0,12,543
slay-the-spire,2019-01-22,mega-crit-games,humble-bundle,pc,steam,teen,4.37,87.0,12,543
slay-the-spire,2019-01-22,mega-crit-games,humble-bundle,xbox-one,xbox-store,teen,4.37,87.0,12,543
slay-the-spire,2019-01-22,mega-crit-games,humble-bundle,playstation4,playstation-store,teen,4.37,87.0,12,543
slay-the-spire,2019-01-22,mega-crit-games,humble-bundle,nintendo-switch,nintendo,teen,4.37,87.0,12,543
slay-the-spire,2019-01-22,mega-crit-games,humble-bundle,ios,apple-appstore,teen,4.37,87.0,12,543
slay-the-spire,2019-01-22,mega-crit-games,humble-bundle,macos,apple-appstore,teen,4.37,87.0,12,543
slay-the-spire,2019-01-22,mega-crit-games,humble-bundle,linux,xbox-store,teen,4.37,87.0,12,543
slay-the-spire,2019-01-22,mega-crit-games,humble-bundle,linux,gog,teen,4.37,87.0,12,543
slay-the-spire,2019-01-22,mega-crit-games,humble-bundle,linux,steam,teen,4.37,87.0,12,543
mortal-kombat-11,2019-04-23,netherrealm-studios,warner-bros-interactive,pc,xbox-store,not-yet-rated,3.98,82.0,8,514
mortal-kombat-11,2019-04-23,netherrealm-studios,warner-bros-interactive,pc,steam,not-yet-rated,3.98,82.0,8,514
mortal-kombat-11,2019-04-23,netherrealm-studios,warner-bros-interactive,xbox-one,xbox-store,not-yet-rated,3.98,82.0,8,514
mortal-kombat-11,2019-04-23,netherrealm-studios,warner-bros-interactive,playstation4,playstation-store,not-yet-rated,3.98,82.0,8,514
mortal-kombat-11,2019-04-23,netherrealm-studios,warner-bros-interactive,nintendo-switch,nintendo,not-yet-rated,3.98,82.0,8,514
disco-elysium,2019-10-14,zaum,independent,pc,gog,mature,4.35,91.0,4,238
disco-elysium,2019-10-14,zaum,independent,pc,steam,mature,4.35,91.0,4,238
my-friend-pedro,2019-06-19,deadtoast-entertainment,devolver-digital,pc,xbox-store,mature,3.87,76.0,2,394
my-friend-pedro,2019-06-19,deadtoast-entertainment,devolver-digital,pc,gog,mature,3.87,76.0,2,394
my-friend-pedro,2019-06-19,deadtoast-entertainment,devolver-digital,pc,steam,mature,3.87,76.0,2,394
my-friend-pedro,2019-06-19,deadtoast-entertainment,devolver-digital,xbox-one,xbox-store,mature,3.87,76.0,2,394
my-friend-pedro,2019-06-19,deadtoast-entertainment,devolver-digital,playstation4,playstation-store,mature,3.87,76.0,2,394
my-friend-pedro,2019-06-19,deadtoast-entertainment,devolver-digital,nintendo-switch,nintendo,mature,3.87,76.0,2,394
division-2,2019-03-15,massive-entertainment,ubisoft-entertainment,pc,epic-games,not-yet-rated,3.76,83.0,0,485
division-2,2019-03-15,massive-entertainment,ubisoft-entertainment,pc,xbox-store,not-yet-rated,3.76,83.0,0,485
division-2,2019-03-15,massive-entertainment,ubisoft-entertainment,xbox-one,xbox-store,not-yet-rated,3.76,83.0,0,485
division-2,2019-03-15,massive-entertainment,ubisoft-entertainment,playstation4,playstation-store,not-yet-rated,3.76,83.0,0,485
division-2,2019-03-15,massive-entertainment,ubisoft-entertainment,web,,not-yet-rated,3.76,83.0,0,485
dirt-rally-20,2019-02-26,codemasters,codemasters,pc,xbox-store,not-yet-rated,3.51,83.0,2,137
dirt-rally-20,2019-02-26,codemasters,codemasters,pc,steam,not-yet-rated,3.51,83.0,2,137
dirt-rally-20,2019-02-26,codemasters,codemasters,xbox-one,xbox-store,not-yet-rated,3.51,83.0,2,137
dirt-rally-20,2019-02-26,codemasters,codemasters,playstation4,playstation-store,not-yet-rated,3.51,83.0,2,137
kingdom-hearts-iii,2019-01-29,square-enix,disney-interactive,xbox-one,xbox-store,everyone-10-plus,3.86,82.0,0,375
kingdom-hearts-iii,2019-01-29,square-enix,disney-interactive,playstation4,playstation-store,everyone-10-plus,3.86,82.0,0,375
rage-2,2019-05-14,avalanche-studios,bethesda-softworks,pc,xbox-store,mature,3.2,71.0,10,425
rage-2,2019-05-14,avalanche-studios,bethesda-softworks,pc,steam,mature,3.2,71.0,10,425
rage-2,2019-05-14,avalanche-studios,bethesda-softworks,xbox-one,xbox-store,mature,3.2,71.0,10,425
rage-2,2019-05-14,avalanche-studios,bethesda-softworks,playstation4,playstation-store,mature,3.2,71.0,10,425
blasphemous,2019-09-09,the-game-kitchen,team17-digital-ltd,pc,xbox-store,not-yet-rated,4.02,78.0,2,198
blasphemous,2019-09-09,the-game-kitchen,team17-digital-ltd,pc,gog,not-yet-rated,4.02,78.0,2,198
blasphemous,2019-09-09,the-game-kitchen,team17-digital-ltd,pc,steam,not-yet-rated,4.02,78.0,2,198
blasphemous,2019-09-09,the-game-kitchen,team17-digital-ltd,xbox-one,xbox-store,not-yet-rated,4.02,78.0,2,198
blasphemous,2019-09-09,the-game-kitchen,team17-digital-ltd,playstation4,playstation-store,not-yet-rated,4.02,78.0,2,198
blasphemous,2019-09-09,the-game-kitchen,team17-digital-ltd,nintendo-switch,nintendo,not-yet-rated,4.02,78.0,2,198
blasphemous,2019-09-09,the-game-kitchen,team17-digital-ltd,linux,xbox-store,not-yet-rated,4.02,78.0,2,198
blasphemous,2019-09-09,the-game-kitchen,team17-digital-ltd,linux,gog,not-yet-rated,4.02,78.0,2,198
blasphemous,2019-09-09,the-game-kitchen,team17-digital-ltd,linux,steam,not-yet-rated,4.02,78.0,2,198
outer-wilds,2019-05-29,mobius-digital-llc,annapurna-interactive,pc,epic-games,everyone-10-plus,4.28,84.0,2,250
outer-wilds,2019-05-29,mobius-digital-llc,annapurna-interactive,pc,xbox-store,everyone-10-plus,4.28,84.0,2,250
outer-wilds,2019-05-29,mobius-digital-llc,annapurna-interactive,pc,steam,everyone-10-plus,4.28,84.0,2,250
outer-wilds,2019-05-29,mobius-digital-llc,annapurna-interactive,xbox-one,xbox-store,everyone-10-plus,4.28,84.0,2,250
outer-wilds,2019-05-29,mobius-digital-llc,annapurna-interactive,playstation4,playstation-store,everyone-10-plus,4.28,84.0,2,250
katana-zero,2019-04-17,askiisoft,adult-swim-games,pc,xbox-store,not-yet-rated,4.44,83.0,5,435
katana-zero,2019-04-17,askiisoft,adult-swim-games,pc,gog,not-yet-rated,4.44,83.0,5,435
katana-zero,2019-04-17,askiisoft,adult-swim-games,pc,steam,not-yet-rated,4.44,83.0,5,435
katana-zero,2019-04-17,askiisoft,adult-swim-games,xbox-one,xbox-store,not-yet-rated,4.44,83.0,5,435
katana-zero,2019-04-17,askiisoft,adult-swim-games,nintendo-switch,nintendo,not-yet-rated,4.44,83.0,5,435
katana-zero,2019-04-17,askiisoft,adult-swim-games,macos,apple-appstore,not-yet-rated,4.44,83.0,5,435
astroneer,2019-02-06,system-era-softworks,system-era-softworks,pc,steam,not-yet-rated,3.77,,8,272
astroneer,2019-02-06,system-era-softworks,system-era-softworks,pc,xbox-store,not-yet-rated,3.77,,8,272
astroneer,2019-02-06,system-era-softworks,system-era-softworks,xbox-one,xbox-store,not-yet-rated,3.77,,8,272
astroneer,2019-02-06,system-era-softworks,system-era-softworks,playstation4,playstation-store,not-yet-rated,3.77,,8,272
bloodstained-ritual-of-the-night,2019-06-18,505-games,505-games,pc,xbox-store,teen,4.04,81.0,9,261
bloodstained-ritual-of-the-night,2019-06-18,505-games,505-games,pc,gog,teen,4.04,81.0,9,261
bloodstained-ritual-of-the-night,2019-06-18,505-games,505-games,pc,steam,teen,4.04,81.0,9,261
bloodstained-ritual-of-the-night,2019-06-18,505-games,505-games,xbox-one,xbox-store,teen,4.04,81.0,9,261
bloodstained-ritual-of-the-night,2019-06-18,505-games,505-games,playstation4,playstation-store,teen,4.04,81.0,9,261
bloodstained-ritual-of-the-night,2019-06-18,505-games,505-games,nintendo-switch,nintendo,teen,4.04,81.0,9,261
untitled-goose-game,2019-09-20,house-house,panic,pc,xbox-store,not-yet-rated,4.09,80.0,2,348
untitled-goose-game,2019-09-20,house-house,panic,pc,epic-games,not-yet-rated,4.09,80.0,2,348
untitled-goose-game,2019-09-20,house-house,panic,pc,steam,not-yet-rated,4.09,80.0,2,348
untitled-goose-game,2019-09-20,house-house,panic,xbox-one,xbox-store,not-yet-rated,4.09,80.0,2,348
untitled-goose-game,2019-09-20,house-house,panic,playstation4,playstation-store,not-yet-rated,4.09,80.0,2,348
untitled-goose-game,2019-09-20,house-house,panic,nintendo-switch,nintendo,not-yet-rated,4.09,80.0,2,348
untitled-goose-game,2019-09-20,house-house,panic,macos,apple-appstore,not-yet-rated,4.09,80.0,2,348
my-time-at-portia,2019-01-14,pathea-games,pathea-games,pc,xbox-store,not-yet-rated,3.56,,5,139
my-time-at-portia,2019-01-14,pathea-games,pathea-games,pc,epic-games,not-yet-rated,3.56,,5,139
my-time-at-portia,2019-01-14,pathea-games,pathea-games,pc,gog,not-yet-rated,3.56,,5,139
my-time-at-portia,2019-01-14,pathea-games,pathea-games,pc,steam,not-yet-rated,3.56,,5,139
my-time-at-portia,2019-01-14,pathea-games,pathea-games,xbox-one,xbox-store,not-yet-rated,3.56,,5,139
my-time-at-portia,2019-01-14,pathea-games,pathea-games,playstation4,playstation-store,not-yet-rated,3.56,,5,139
my-time-at-portia,2019-01-14,pathea-games,pathea-games,nintendo-switch,nintendo,not-yet-rated,3.56,,5,139
fifa-20,2019-09-27,electronic-arts-vancouver,electronic-arts,pc,xbox-store,everyone,3.15,68.0,0,252
fifa-20,2019-09-27,electronic-arts-vancouver,electronic-arts,xbox-one,xbox-store,everyone,3.15,68.0,0,252
fifa-20,2019-09-27,electronic-arts-vancouver,electronic-arts,playstation4,playstation-store,everyone,3.15,68.0,0,252
fifa-20,2019-09-27,electronic-arts-vancouver,electronic-arts,nintendo-switch,nintendo,everyone,3.15,68.0,0,252
void-bastards,2019-05-28,blue-manchu,humble-bundle,pc,gog,not-yet-rated,3.79,78.0,2,208
void-bastards,2019-05-28,blue-manchu,humble-bundle,pc,xbox-store,not-yet-rated,3.79,78.0,2,208
void-bastards,2019-05-28,blue-manchu,humble-bundle,pc,steam,not-yet-rated,3.79,78.0,2,208
void-bastards,2019-05-28,blue-manchu,humble-bundle,xbox-one,xbox-store,not-yet-rated,3.79,78.0,2,208
void-bastards,2019-05-28,blue-manchu,humble-bundle,playstation4,playstation-store,not-yet-rated,3.79,78.0,2,208
void-bastards,2019-05-28,blue-manchu,humble-bundle,nintendo-switch,nintendo,not-yet-rated,3.79,78.0,2,208
void-bastards,2019-05-28,blue-manchu,humble-bundle,macos,apple-appstore,not-yet-rated,3.79,78.0,2,208
remnant-from-the-ashes,2019-08-20,gunfire-games,perfect-world-entertainment,pc,steam,everyone,3.53,79.0,6,233
remnant-from-the-ashes,2019-08-20,gunfire-games,perfect-world-entertainment,pc,xbox-store,everyone,3.53,79.0,6,233
remnant-from-the-ashes,2019-08-20,gunfire-games,perfect-world-entertainment,xbox-one,xbox-store,everyone,3.53,79.0,6,233
remnant-from-the-ashes,2019-08-20,gunfire-games,perfect-world-entertainment,playstation4,playstation-store,everyone,3.53,79.0,6,233
evoland-legendary-edition,2019-02-07,shiro-games,shiro-games,pc,steam,everyone-10-plus,3.44,,2,86
evoland-legendary-edition,2019-02-07,shiro-games,shiro-games,nintendo-switch,nintendo,everyone-10-plus,3.44,,2,86
evoland-legendary-edition,2019-02-07,shiro-games,shiro-games,macos,apple-appstore,everyone-10-plus,3.44,,2,86
evoland-legendary-edition,2019-02-07,shiro-games,shiro-games,linux,steam,everyone-10-plus,3.44,,2,86
far-cry-new-dawn,2019-02-15,ubisoft,ubisoft-entertainment,pc,xbox-store,mature,3.41,73.0,11,299
far-cry-new-dawn,2019-02-15,ubisoft,ubisoft-entertainment,pc,steam,mature,3.41,73.0,11,299
far-cry-new-dawn,2019-02-15,ubisoft,ubisoft-entertainment,xbox-one,xbox-store,mature,3.41,73.0,11,299
far-cry-new-dawn,2019-02-15,ubisoft,ubisoft-entertainment,playstation4,playstation-store,mature,3.41,73.0,11,299
baba-is-you,2019-03-13,hempuli-oy,hempuli-oy,pc,itch,not-yet-rated,4.39,86.0,3,302
baba-is-you,2019-03-13,hempuli-oy,hempuli-oy,pc,steam,not-yet-rated,4.39,86.0,3,302
baba-is-you,2019-03-13,hempuli-oy,hempuli-oy,nintendo-switch,nintendo,not-yet-rated,4.39,86.0,3,302
baba-is-you,2019-03-13,hempuli-oy,hempuli-oy,macos,apple-appstore,not-yet-rated,4.39,86.0,3,302
baba-is-you,2019-03-13,hempuli-oy,hempuli-oy,linux,itch,not-yet-rated,4.39,86.0,3,302
baba-is-you,2019-03-13,hempuli-oy,hempuli-oy,linux,steam,not-yet-rated,4.39,86.0,3,302
anthem,2019-02-22,bioware,electronic-arts,pc,xbox-store,not-yet-rated,2.7,59.0,0,357
anthem,2019-02-22,bioware,electronic-arts,xbox-one,xbox-store,not-yet-rated,2.7,59.0,0,357
anthem,2019-02-22,bioware,electronic-arts,playstation4,playstation-store,not-yet-rated,2.7,59.0,0,357
man-of-medan,2019-08-30,supermassive-games,bandai-namco-entertainment,pc,xbox-store,mature,3.54,71.0,5,278
man-of-medan,2019-08-30,supermassive-games,bandai-namco-entertainment,pc,steam,mature,3.54,71.0,5,278
man-of-medan,2019-08-30,supermassive-games,bandai-namco-entertainment,xbox-one,xbox-store,mature,3.54,71.0,5,278
man-of-medan,2019-08-30,supermassive-games,bandai-namco-entertainment,playstation4,playstation-store,mature,3.54,71.0,5,278
showdown-bandit,2019-06-30,naveed321isthebest,kindly-beast,pc,steam,not-yet-rated,1.92,,1,13
showdown-bandit,2019-06-30,naveed321isthebest,kindly-beast,pc,itch,not-yet-rated,1.92,,1,13
showdown-bandit,2019-06-30,naveed321isthebest,kindly-beast,macos,apple-appstore,not-yet-rated,1.92,,1,13
nba-2k20,2019-09-05,2k,2k-games,pc,google-play,not-yet-rated,3.16,76.0,9,116
nba-2k20,2019-09-05,2k,2k-games,pc,xbox-store,not-yet-rated,3.16,76.0,9,116
nba-2k20,2019-09-05,2k,2k-games,pc,steam,not-yet-rated,3.16,76.0,9,116
nba-2k20,2019-09-05,2k,2k-games,xbox-one,xbox-store,not-yet-rated,3.16,76.0,9,116
nba-2k20,2019-09-05,2k,2k-games,playstation4,playstation-store,not-yet-rated,3.16,76.0,9,116
nba-2k20,2019-09-05,2k,2k-games,nintendo-switch,nintendo,not-yet-rated,3.16,76.0,9,116
nba-2k20,2019-09-05,2k,2k-games,ios,apple-appstore,not-yet-rated,3.16,76.0,9,116
nba-2k20,2019-09-05,2k,2k-games,android,google-play,not-yet-rated,3.16,76.0,9,116
assassins-creed-iii-remastered,2019-03-29,ubisoft-montreal,ubisoft-entertainment,pc,steam,mature,3.5,71.0,2,232
assassins-creed-iii-remastered,2019-03-29,ubisoft-montreal,ubisoft-entertainment,pc,xbox-store,mature,3.5,71.0,2,232
assassins-creed-iii-remastered,2019-03-29,ubisoft-montreal,ubisoft-entertainment,xbox-one,xbox-store,mature,3.5,71.0,2,232
assassins-creed-iii-remastered,2019-03-29,ubisoft-montreal,ubisoft-entertainment,playstation4,playstation-store,mature,3.5,71.0,2,232
assassins-creed-iii-remastered,2019-03-29,ubisoft-montreal,ubisoft-entertainment,nintendo-switch,nintendo,mature,3.5,71.0,2,232
wargroove,2019-02-01,chucklefish,chucklefish,pc,xbox-store,everyone-10-plus,3.66,83.0,3,146
wargroove,2019-02-01,chucklefish,chucklefish,pc,gog,everyone-10-plus,3.66,83.0,3,146
wargroove,2019-02-01,chucklefish,chucklefish,pc,steam,everyone-10-plus,3.66,83.0,3,146
wargroove,2019-02-01,chucklefish,chucklefish,xbox-one,xbox-store,everyone-10-plus,3.66,83.0,3,146
wargroove,2019-02-01,chucklefish,chucklefish,playstation4,playstation-store,everyone-10-plus,3.66,83.0,3,146
wargroove,2019-02-01,chucklefish,chucklefish,nintendo-switch,nintendo,everyone-10-plus,3.66,83.0,3,146
call-of-duty-modern-warfare,2019-10-25,activision,activision-blizzard,pc,xbox-store,mature,3.78,80.0,0,302
call-of-duty-modern-warfare,2019-10-25,activision,activision-blizzard,xbox-one,xbox-store,mature,3.78,80.0,0,302
call-of-duty-modern-warfare,2019-10-25,activision,activision-blizzard,playstation4,playstation-store,mature,3.78,80.0,0,302
wolfenstein-youngblood,2019-07-26,arkane-studios,bethesda-softworks,pc,steam,mature,2.55,66.0,6,221
wolfenstein-youngblood,2019-07-26,arkane-studios,bethesda-softworks,pc,xbox-store,mature,2.55,66.0,6,221
wolfenstein-youngblood,2019-07-26,arkane-studios,bethesda-softworks,xbox-one,xbox-store,mature,2.55,66.0,6,221
wolfenstein-youngblood,2019-07-26,arkane-studios,bethesda-softworks,playstation4,playstation-store,mature,2.55,66.0,6,221
wolfenstein-youngblood,2019-07-26,arkane-studios,bethesda-softworks,nintendo-switch,nintendo,mature,2.55,66.0,6,221
robocraftx,2019-05-10,freejam,freejam,pc,steam,not-yet-rated,2.29,,1,17
crash-team-racing-nitro-fueled,2019-06-21,activision,activison,xbox-one,xbox-store,everyone-10-plus,4.05,82.0,0,216
crash-team-racing-nitro-fueled,2019-06-21,activision,activison,playstation4,playstation-store,everyone-10-plus,4.05,82.0,0,216
crash-team-racing-nitro-fueled,2019-06-21,activision,activison,nintendo-switch,nintendo,everyone-10-plus,4.05,82.0,0,216
dauntless,2019-05-21,phoenix-games,epic-games-inc-2,pc,epic-games,teen,2.99,78.0,0,278
dauntless,2019-05-21,phoenix-games,epic-games-inc-2,pc,xbox-store,teen,2.99,78.0,0,278
dauntless,2019-05-21,phoenix-games,epic-games-inc-2,xbox-one,xbox-store,teen,2.99,78.0,0,278
dauntless,2019-05-21,phoenix-games,epic-games-inc-2,playstation4,playstation-store,teen,2.99,78.0,0,278
dauntless,2019-05-21,phoenix-games,epic-games-inc-2,nintendo-switch,nintendo,teen,2.99,78.0,0,278
dauntless,2019-05-21,phoenix-games,epic-games-inc-2,ios,apple-appstore,teen,2.99,78.0,0,278
the-legend-of-zelda-links-awakening,2019-09-20,,nintendo,nintendo-switch,nintendo,not-yet-rated,4.38,87.0,0,283
pathologic,2019-05-22,ice-pick-lodge,ice-pick-lodge,pc,xbox-store,mature,3.94,66.0,3,133
pathologic,2019-05-22,ice-pick-lodge,ice-pick-lodge,pc,gog,mature,3.94,66.0,3,133
pathologic,2019-05-22,ice-pick-lodge,ice-pick-lodge,pc,steam,mature,3.94,66.0,3,133
pathologic,2019-05-22,ice-pick-lodge,ice-pick-lodge,xbox-one,xbox-store,mature,3.94,66.0,3,133
pathologic,2019-05-22,ice-pick-lodge,ice-pick-lodge,playstation4,playstation-store,mature,3.94,66.0,3,133
children-of-morta,2019-09-03,dead-mage,11-bit-studios,pc,xbox-store,teen,4.01,80.0,3,148
children-of-morta,2019-09-03,dead-mage,11-bit-studios,pc,steam,teen,4.01,80.0,3,148
children-of-morta,2019-09-03,dead-mage,11-bit-studios,pc,gog,teen,4.01,80.0,3,148
children-of-morta,2019-09-03,dead-mage,11-bit-studios,xbox-one,xbox-store,teen,4.01,80.0,3,148
children-of-morta,2019-09-03,dead-mage,11-bit-studios,playstation4,playstation-store,teen,4.01,80.0,3,148
children-of-morta,2019-09-03,dead-mage,11-bit-studios,nintendo-switch,nintendo,teen,4.01,80.0,3,148
children-of-morta,2019-09-03,dead-mage,11-bit-studios,macos,apple-appstore,teen,4.01,80.0,3,148
children-of-morta,2019-09-03,dead-mage,11-bit-studios,linux,xbox-store,teen,4.01,80.0,3,148
children-of-morta,2019-09-03,dead-mage,11-bit-studios,linux,steam,teen,4.01,80.0,3,148
children-of-morta,2019-09-03,dead-mage,11-bit-studios,linux,gog,teen,4.01,80.0,3,148
ace-combat-7,2019-01-18,bandai-namco-entertainment-america-inc,bandai-namco-entertainment,pc,xbox-store,teen,4.01,79.0,5,151
ace-combat-7,2019-01-18,bandai-namco-entertainment-america-inc,bandai-namco-entertainment,pc,steam,teen,4.01,79.0,5,151
ace-combat-7,2019-01-18,bandai-namco-entertainment-america-inc,bandai-namco-entertainment,xbox-one,xbox-store,teen,4.01,79.0,5,151
ace-combat-7,2019-01-18,bandai-namco-entertainment-america-inc,bandai-namco-entertainment,playstation4,playstation-store,teen,4.01,79.0,5,151
blair-witch-2019,2019-08-30,bloober-team-sa-2,lionsgate,pc,epic-games,mature,3.13,65.0,4,172
blair-witch-2019,2019-08-30,bloober-team-sa-2,lionsgate,pc,steam,mature,3.13,65.0,4,172
blair-witch-2019,2019-08-30,bloober-team-sa-2,lionsgate,pc,gog,mature,3.13,65.0,4,172
blair-witch-2019,2019-08-30,bloober-team-sa-2,lionsgate,pc,xbox-store,mature,3.13,65.0,4,172
blair-witch-2019,2019-08-30,bloober-team-sa-2,lionsgate,xbox-one,xbox-store,mature,3.13,65.0,4,172
blair-witch-2019,2019-08-30,bloober-team-sa-2,lionsgate,playstation4,playstation-store,mature,3.13,65.0,4,172
blair-witch-2019,2019-08-30,bloober-team-sa-2,lionsgate,nintendo-switch,nintendo,mature,3.13,65.0,4,172
