GameKey,DateKey,DeveloperKey,PublisherKey,PlatfromKey,StoreKey,ESRBKey,PublicRating,Metacritic,Playtime,OwnerReviews
sayonara-wild-hearts,2019-09-19,simogo,annapurna-interactive,pc,xbox-store,everyone-10-plus,4.38,85.0,2,153
sayonara-wild-hearts,2019-09-19,simogo,annapurna-interactive,pc,steam,everyone-10-plus,4.38,85.0,2,153
sayonara-wild-hearts,2019-09-19,simogo,annapurna-interactive,xbox-one,xbox-store,everyone-10-plus,4.38,85.0,2,153
sayonara-wild-hearts,2019-09-19,simogo,annapurna-interactive,playstation4,playstation-store,everyone-10-plus,4.38,85.0,2,153
sayonara-wild-hearts,2019-09-19,simogo,annapurna-interactive,nintendo-switch,nintendo,everyone-10-plus,4.38,85.0,2,153
sayonara-wild-hearts,2019-09-19,simogo,annapurna-interactive,ios,apple-appstore,everyone-10-plus,4.38,85.0,2,153
sayonara-wild-hearts,2019-09-19,simogo,annapurna-interactive,macos,apple-appstore,everyone-10-plus,4.38,85.0,2,153
the-stillness-of-the-wind,2019-02-07,memory-of-god-lambic-studios,fellow-traveller,pc,itch,not-yet-rated,3.53,,1,15
the-stillness-of-the-wind,2019-02-07,memory-of-god-lambic-studios,fellow-traveller,pc,steam,not-yet-rated,3.53,,1,15
the-stillness-of-the-wind,2019-02-07,memory-of-god-lambic-studios,fellow-traveller,nintendo-switch,nintendo,not-yet-rated,3.53,,1,15
the-stillness-of-the-wind,2019-02-07,memory-of-god-lambic-studios,fellow-traveller,macos,apple-appstore,not-yet-rated,3.53,,1,15
total-war-three-kingdoms,2019-05-23,creative-assembly,sega-2,pc,steam,teen,3.98,,10,107
total-war-three-kingdoms,2019-05-23,creative-assembly,sega-2,macos,apple-appstore,teen,3.98,,10,107
total-war-three-kingdoms,2019-05-23,creative-assembly,sega-2,linux,steam,teen,3.98,,10,107
sinking-city,2019-06-25,frogwares,bigben-interactive,pc,gog,not-yet-rated,3.25,66.0,0,129
sinking-city,2019-06-25,frogwares,bigben-interactive,pc,xbox-store,not-yet-rated,3.25,66.0,0,129
sinking-city,2019-06-25,frogwares,bigben-interactive,pc,epic-games,not-yet-rated,3.25,66.0,0,129
sinking-city,2019-06-25,frogwares,bigben-interactive,pc,steam,not-yet-rated,3.25,66.0,0,129
sinking-city,2019-06-25,frogwares,bigben-interactive,xbox-one,xbox-store,not-yet-rated,3.25,66.0,0,129
sinking-city,2019-06-25,frogwares,bigben-interactive,playstation4,playstation-store,not-yet-rated,3.25,66.0,0,129
sinking-city,2019-06-25,frogwares,bigben-interactive,nintendo-switch,nintendo,not-yet-rated,3.25,66.0,0,129
mable-the-wood,2019-09-18,triplevision-games,graffiti-games,pc,xbox-store,everyone,2.38,,1,13
mable-the-wood,2019-09-18,triplevision-games,graffiti-games,pc,gog,everyone,2.38,,1,13
mable-the-wood,2019-09-18,triplevision-games,graffiti-games,pc,steam,everyone,2.38,,1,13
mable-the-wood,2019-09-18,triplevision-games,graffiti-games,xbox-one,xbox-store,everyone,2.38,,1,13
mable-the-wood,2019-09-18,triplevision-games,graffiti-games,nintendo-switch,nintendo,everyone,2.38,,1,13
mable-the-wood,2019-09-18,triplevision-games,graffiti-games,macos,apple-appstore,everyone,2.38,,1,13
mable-the-wood,2019-09-18,triplevision-games,graffiti-games,linux,xbox-store,everyone,2.38,,1,13
mable-the-wood,2019-09-18,triplevision-games,graffiti-games,linux,gog,everyone,2.38,,1,13
mable-the-wood,2019-09-18,triplevision-games,graffiti-games,linux,steam,everyone,2.38,,1,13
truberbrook,2019-03-11,headup-games,headup-games,pc,xbox-store,teen,3.78,,3,23
truberbrook,2019-03-11,headup-games,headup-games,pc,gog,teen,3.78,,3,23
truberbrook,2019-03-11,headup-games,headup-games,pc,steam,teen,3.78,,3,23
truberbrook,2019-03-11,headup-games,headup-games,xbox-one,xbox-store,teen,3.78,,3,23
truberbrook,2019-03-11,headup-games,headup-games,playstation4,playstation-store,teen,3.78,,3,23
truberbrook,2019-03-11,headup-games,headup-games,nintendo-switch,nintendo,teen,3.78,,3,23
truberbrook,2019-03-11,headup-games,headup-games,ios,apple-appstore,teen,3.78,,3,23
truberbrook,2019-03-11,headup-games,headup-games,macos,apple-appstore,teen,3.78,,3,23
truberbrook,2019-03-11,headup-games,headup-games,linux,xbox-store,teen,3.78,,3,23
truberbrook,2019-03-11,headup-games,headup-games,linux,gog,teen,3.78,,3,23
truberbrook,2019-03-11,headup-games,headup-games,linux,steam,teen,3.78,,3,23
ni-no-kuni-wrath-of-the-white-witch-remastered,2019-09-19,qloc,bandai-namco-entertainment,pc,steam,not-yet-rated,4.15,,4,51
ni-no-kuni-wrath-of-the-white-witch-remastered,2019-09-19,qloc,bandai-namco-entertainment,playstation4,playstation-store,not-yet-rated,4.15,,4,51
ni-no-kuni-wrath-of-the-white-witch-remastered,2019-09-19,qloc,bandai-namco-entertainment,nintendo-switch,nintendo,not-yet-rated,4.15,,4,51
catherine-full-body,2019-09-03,atlus,atlus,playstation4,playstation-store,not-yet-rated,4.11,80.0,0,74
catherine-full-body,2019-09-03,atlus,atlus,nintendo-switch,nintendo,not-yet-rated,4.11,80.0,0,74
catherine-full-body,2019-09-03,atlus,atlus,ps-vita,,not-yet-rated,4.11,80.0,0,74
198x,2019-06-19,hi-bit-studios,hi-bit-studios,pc,gog,teen,3.59,,2,25
198x,2019-06-19,hi-bit-studios,hi-bit-studios,pc,steam,teen,3.59,,2,25
198x,2019-06-19,hi-bit-studios,hi-bit-studios,xbox-one,xbox-store,teen,3.59,,2,25
198x,2019-06-19,hi-bit-studios,hi-bit-studios,playstation4,playstation-store,teen,3.59,,2,25
198x,2019-06-19,hi-bit-studios,hi-bit-studios,nintendo-switch,nintendo,teen,3.59,,2,25
yuppie-psycho,2019-04-25,baroque-decay,another-indie,pc,steam,not-yet-rated,4.38,81.0,3,36
yuppie-psycho,2019-04-25,baroque-decay,another-indie,nintendo-switch,nintendo,not-yet-rated,4.38,81.0,3,36
monster-hunter-world-iceborne,2019-09-06,capcom,capcom,pc,xbox-store,teen,4.48,89.0,0,80
monster-hunter-world-iceborne,2019-09-06,capcom,capcom,pc,steam,teen,4.48,89.0,0,80
monster-hunter-world-iceborne,2019-09-06,capcom,capcom,xbox-one,xbox-store,teen,4.48,89.0,0,80
monster-hunter-world-iceborne,2019-09-06,capcom,capcom,playstation4,playstation-store,teen,4.48,89.0,0,80
kurtzpel,2019-04-30,kog-co-ltd-2,kog-co-ltd,pc,steam,not-yet-rated,2.69,,2,64
afterparty,2019-10-29,night-school-studio,night-school-studio,pc,gog,not-yet-rated,3.58,74.0,6,56
afterparty,2019-10-29,night-school-studio,night-school-studio,pc,epic-games,not-yet-rated,3.58,74.0,6,56
afterparty,2019-10-29,night-school-studio,night-school-studio,pc,xbox-store,not-yet-rated,3.58,74.0,6,56
afterparty,2019-10-29,night-school-studio,night-school-studio,pc,steam,not-yet-rated,3.58,74.0,6,56
afterparty,2019-10-29,night-school-studio,night-school-studio,xbox-one,xbox-store,not-yet-rated,3.58,74.0,6,56
afterparty,2019-10-29,night-school-studio,night-school-studio,playstation4,playstation-store,not-yet-rated,3.58,74.0,6,56
afterparty,2019-10-29,night-school-studio,night-school-studio,nintendo-switch,nintendo,not-yet-rated,3.58,74.0,6,56
afterparty,2019-10-29,night-school-studio,night-school-studio,macos,apple-appstore,not-yet-rated,3.58,74.0,6,56
afterparty,2019-10-29,night-school-studio,night-school-studio,linux,gog,not-yet-rated,3.58,74.0,6,56
afterparty,2019-10-29,night-school-studio,night-school-studio,linux,epic-games,not-yet-rated,3.58,74.0,6,56
afterparty,2019-10-29,night-school-studio,night-school-studio,linux,xbox-store,not-yet-rated,3.58,74.0,6,56
afterparty,2019-10-29,night-school-studio,night-school-studio,linux,steam,not-yet-rated,3.58,74.0,6,56
dead-or-alive-6,2019-03-01,koei-tecmo-america,koei-tecmo-games-co-ltd,pc,xbox-store,not-yet-rated,3.36,74.0,1,64
dead-or-alive-6,2019-03-01,koei-tecmo-america,koei-tecmo-games-co-ltd,pc,steam,not-yet-rated,3.36,74.0,1,64
dead-or-alive-6,2019-03-01,koei-tecmo-america,koei-tecmo-games-co-ltd,xbox-one,xbox-store,not-yet-rated,3.36,74.0,1,64
dead-or-alive-6,2019-03-01,koei-tecmo-america,koei-tecmo-games-co-ltd,playstation4,playstation-store,not-yet-rated,3.36,74.0,1,64
tales-of-vesperia-definitive-edition,2019-01-10,qloc,bandai-namco-entertainment,pc,steam,not-yet-rated,3.5,81.0,14,96
tales-of-vesperia-definitive-edition,2019-01-10,qloc,bandai-namco-entertainment,xbox-one,xbox-store,not-yet-rated,3.5,81.0,14,96
tales-of-vesperia-definitive-edition,2019-01-10,qloc,bandai-namco-entertainment,playstation4,playstation-store,not-yet-rated,3.5,81.0,14,96
tales-of-vesperia-definitive-edition,2019-01-10,qloc,bandai-namco-entertainment,nintendo-switch,nintendo,not-yet-rated,3.5,81.0,14,96
lonely-mountains-downhill,2019-10-23,megagon-industries,megagon-industries,pc,xbox-store,everyone,3.55,81.0,2,74
lonely-mountains-downhill,2019-10-23,megagon-industries,megagon-industries,pc,steam,everyone,3.55,81.0,2,74
lonely-mountains-downhill,2019-10-23,megagon-industries,megagon-industries,xbox-one,xbox-store,everyone,3.55,81.0,2,74
lonely-mountains-downhill,2019-10-23,megagon-industries,megagon-industries,playstation4,playstation-store,everyone,3.55,81.0,2,74
lonely-mountains-downhill,2019-10-23,megagon-industries,megagon-industries,nintendo-switch,nintendo,everyone,3.55,81.0,2,74
lonely-mountains-downhill,2019-10-23,megagon-industries,megagon-industries,macos,apple-appstore,everyone,3.55,81.0,2,74
indivisible,2019-10-07,lab-zero-games,505-games,pc,xbox-store,teen,3.42,79.0,3,61
indivisible,2019-10-07,lab-zero-games,505-games,pc,gog,teen,3.42,79.0,3,61
indivisible,2019-10-07,lab-zero-games,505-games,pc,steam,teen,3.42,79.0,3,61
indivisible,2019-10-07,lab-zero-games,505-games,xbox-one,xbox-store,teen,3.42,79.0,3,61
indivisible,2019-10-07,lab-zero-games,505-games,playstation4,playstation-store,teen,3.42,79.0,3,61
indivisible,2019-10-07,lab-zero-games,505-games,nintendo-switch,nintendo,teen,3.42,79.0,3,61
indivisible,2019-10-07,lab-zero-games,505-games,macos,apple-appstore,teen,3.42,79.0,3,61
indivisible,2019-10-07,lab-zero-games,505-games,linux,xbox-store,teen,3.42,79.0,3,61
indivisible,2019-10-07,lab-zero-games,505-games,linux,gog,teen,3.42,79.0,3,61
indivisible,2019-10-07,lab-zero-games,505-games,linux,steam,teen,3.42,79.0,3,61
sea-of-solitude,2019-07-05,electronic-arts,electronic-arts,pc,steam,teen,3.24,68.0,1,64
sea-of-solitude,2019-07-05,electronic-arts,electronic-arts,pc,xbox-store,teen,3.24,68.0,1,64
sea-of-solitude,2019-07-05,electronic-arts,electronic-arts,xbox-one,xbox-store,teen,3.24,68.0,1,64
sea-of-solitude,2019-07-05,electronic-arts,electronic-arts,playstation4,playstation-store,teen,3.24,68.0,1,64
blazing-chrome,2019-07-11,joymasher,the-arcade-crew,pc,gog,teen,3.84,,1,79
blazing-chrome,2019-07-11,joymasher,the-arcade-crew,pc,xbox-store,teen,3.84,,1,79
blazing-chrome,2019-07-11,joymasher,the-arcade-crew,pc,steam,teen,3.84,,1,79
blazing-chrome,2019-07-11,joymasher,the-arcade-crew,xbox-one,xbox-store,teen,3.84,,1,79
blazing-chrome,2019-07-11,joymasher,the-arcade-crew,playstation4,playstation-store,teen,3.84,,1,79
blazing-chrome,2019-07-11,joymasher,the-arcade-crew,nintendo-switch,nintendo,teen,3.84,,1,79
tom-clancys-ghost-recon-breakpoint,2019-10-04,ubisoft,ubisoft-entertainment,pc,xbox-store,adults-only,2.57,59.0,0,91
tom-clancys-ghost-recon-breakpoint,2019-10-04,ubisoft,ubisoft-entertainment,pc,epic-games,adults-only,2.57,59.0,0,91
tom-clancys-ghost-recon-breakpoint,2019-10-04,ubisoft,ubisoft-entertainment,xbox-one,xbox-store,adults-only,2.57,59.0,0,91
tom-clancys-ghost-recon-breakpoint,2019-10-04,ubisoft,ubisoft-entertainment,playstation4,playstation-store,adults-only,2.57,59.0,0,91
kind-words-lo-fi-chill-beats-to-write-to,2019-09-12,popcannibal,popcannibal,pc,itch,not-yet-rated,4.45,,1,38
kind-words-lo-fi-chill-beats-to-write-to,2019-09-12,popcannibal,popcannibal,pc,steam,not-yet-rated,4.45,,1,38
kind-words-lo-fi-chill-beats-to-write-to,2019-09-12,popcannibal,popcannibal,macos,apple-appstore,not-yet-rated,4.45,,1,38
kind-words-lo-fi-chill-beats-to-write-to,2019-09-12,popcannibal,popcannibal,linux,itch,not-yet-rated,4.45,,1,38
kind-words-lo-fi-chill-beats-to-write-to,2019-09-12,popcannibal,popcannibal,linux,steam,not-yet-rated,4.45,,1,38
almost-there-the-platformer,2019-02-19,the-quantum-astrophysicists-guild,the-quantum-astrophysicists-guild,pc,steam,not-yet-rated,2.11,,2,9
almost-there-the-platformer,2019-02-19,the-quantum-astrophysicists-guild,the-quantum-astrophysicists-guild,pc,xbox-store,not-yet-rated,2.11,,2,9
almost-there-the-platformer,2019-02-19,the-quantum-astrophysicists-guild,the-quantum-astrophysicists-guild,xbox-one,xbox-store,not-yet-rated,2.11,,2,9
almost-there-the-platformer,2019-02-19,the-quantum-astrophysicists-guild,the-quantum-astrophysicists-guild,playstation4,playstation-store,not-yet-rated,2.11,,2,9
almost-there-the-platformer,2019-02-19,the-quantum-astrophysicists-guild,the-quantum-astrophysicists-guild,nintendo-switch,nintendo,not-yet-rated,2.11,,2,9
almost-there-the-platformer,2019-02-19,the-quantum-astrophysicists-guild,the-quantum-astrophysicists-guild,macos,apple-appstore,not-yet-rated,2.11,,2,9
almost-there-the-platformer,2019-02-19,the-quantum-astrophysicists-guild,the-quantum-astrophysicists-guild,linux,steam,not-yet-rated,2.11,,2,9
almost-there-the-platformer,2019-02-19,the-quantum-astrophysicists-guild,the-quantum-astrophysicists-guild,linux,xbox-store,not-yet-rated,2.11,,2,9
mlb-the-show-19,2019-03-26,sony-interactive-entertainment,independent,playstation4,playstation-store,everyone-10-plus,3.11,,0,81
train-valley-2,2019-04-14,alexey-davydov,flazm,pc,gog,not-yet-rated,3.73,,3,15
train-valley-2,2019-04-14,alexey-davydov,flazm,pc,steam,not-yet-rated,3.73,,3,15
train-valley-2,2019-04-14,alexey-davydov,flazm,macos,apple-appstore,not-yet-rated,3.73,,3,15
train-valley-2,2019-04-14,alexey-davydov,flazm,linux,gog,not-yet-rated,3.73,,3,15
train-valley-2,2019-04-14,alexey-davydov,flazm,linux,steam,not-yet-rated,3.73,,3,15
warsaw,2019-10-01,pixelated-milk,gaming-company,pc,gog,not-yet-rated,2.92,,4,12
warsaw,2019-10-01,pixelated-milk,gaming-company,pc,steam,not-yet-rated,2.92,,4,12
warsaw,2019-10-01,pixelated-milk,gaming-company,playstation4,playstation-store,not-yet-rated,2.92,,4,12
dissidia-final-fantasy-nt-free-edition,2019-03-12,square-enix,square-enix,pc,steam,not-yet-rated,2.67,,1,43
satisfactory,2019-03-19,coffee-stain-studios,coffee-stain-studios,pc,steam,rating-pending,4.41,,9,69
satisfactory,2019-03-19,coffee-stain-studios,coffee-stain-studios,pc,epic-games,rating-pending,4.41,,9,69
gato-roboto,2019-05-29,doinksoft,devolver-digital,pc,xbox-store,everyone,4.03,,3,64
gato-roboto,2019-05-29,doinksoft,devolver-digital,pc,gog,everyone,4.03,,3,64
gato-roboto,2019-05-29,doinksoft,devolver-digital,pc,steam,everyone,4.03,,3,64
gato-roboto,2019-05-29,doinksoft,devolver-digital,xbox-one,xbox-store,everyone,4.03,,3,64
gato-roboto,2019-05-29,doinksoft,devolver-digital,nintendo-switch,nintendo,everyone,4.03,,3,64
sigma-theory,2019-04-18,goblinz-studio,mi-clos-studio,pc,steam,not-yet-rated,3.29,,2,7
sigma-theory,2019-04-18,goblinz-studio,mi-clos-studio,macos,apple-appstore,not-yet-rated,3.29,,2,7
etherborn,2019-07-17,altered-matter,altered-matter,pc,xbox-store,not-yet-rated,3.31,69.0,2,13
etherborn,2019-07-17,altered-matter,altered-matter,pc,gog,not-yet-rated,3.31,69.0,2,13
etherborn,2019-07-17,altered-matter,altered-matter,pc,steam,not-yet-rated,3.31,69.0,2,13
etherborn,2019-07-17,altered-matter,altered-matter,xbox-one,xbox-store,not-yet-rated,3.31,69.0,2,13
etherborn,2019-07-17,altered-matter,altered-matter,playstation4,playstation-store,not-yet-rated,3.31,69.0,2,13
etherborn,2019-07-17,altered-matter,altered-matter,nintendo-switch,nintendo,not-yet-rated,3.31,69.0,2,13
autonauts-2,2019-10-17,denki,curve-digital,pc,steam,not-yet-rated,3.42,,4,12
descenders,2019-05-07,ragesquid,no-more-robots,pc,xbox-store,everyone,3.34,76.0,3,56
descenders,2019-05-07,ragesquid,no-more-robots,pc,steam,everyone,3.34,76.0,3,56
descenders,2019-05-07,ragesquid,no-more-robots,xbox-one,xbox-store,everyone,3.34,76.0,3,56
descenders,2019-05-07,ragesquid,no-more-robots,playstation4,playstation-store,everyone,3.34,76.0,3,56
descenders,2019-05-07,ragesquid,no-more-robots,nintendo-switch,nintendo,everyone,3.34,76.0,3,56
biomutant,2019-07-31,experiment-101,thq-nordic,pc,gog,not-yet-rated,3.0,,0,9
biomutant,2019-07-31,experiment-101,thq-nordic,pc,steam,not-yet-rated,3.0,,0,9
biomutant,2019-07-31,experiment-101,thq-nordic,xbox-one,xbox-store,not-yet-rated,3.0,,0,9
biomutant,2019-07-31,experiment-101,thq-nordic,playstation4,playstation-store,not-yet-rated,3.0,,0,9
outward,2019-03-25,deep-silver,deep-silver,pc,gog,mature,3.45,65.0,4,66
outward,2019-03-25,deep-silver,deep-silver,pc,xbox-store,mature,3.45,65.0,4,66
outward,2019-03-25,deep-silver,deep-silver,pc,epic-games,mature,3.45,65.0,4,66
outward,2019-03-25,deep-silver,deep-silver,pc,steam,mature,3.45,65.0,4,66
outward,2019-03-25,deep-silver,deep-silver,xbox-one,xbox-store,mature,3.45,65.0,4,66
outward,2019-03-25,deep-silver,deep-silver,playstation4,playstation-store,mature,3.45,65.0,4,66
60-seconds-reatomized,2019-07-25,robot-gentleman,robot-gentleman,pc,steam,not-yet-rated,3.61,,2,34
60-seconds-reatomized,2019-07-25,robot-gentleman,robot-gentleman,macos,apple-appstore,not-yet-rated,3.61,,2,34
final-fantasy-viii-remastered,2019-09-03,square-enix,square-enix,pc,steam,teen,4.33,,4,51
final-fantasy-viii-remastered,2019-09-03,square-enix,square-enix,pc,xbox-store,teen,4.33,,4,51
final-fantasy-viii-remastered,2019-09-03,square-enix,square-enix,xbox-one,xbox-store,teen,4.33,,4,51
final-fantasy-viii-remastered,2019-09-03,square-enix,square-enix,playstation4,playstation-store,teen,4.33,,4,51
final-fantasy-viii-remastered,2019-09-03,square-enix,square-enix,nintendo-switch,nintendo,teen,4.33,,4,51
beat-hazard-2,2019-10-15,cold-beam-games,cold-beam-games,pc,gog,everyone-10-plus,3.86,,1,14
beat-hazard-2,2019-10-15,cold-beam-games,cold-beam-games,pc,steam,everyone-10-plus,3.86,,1,14
beat-hazard-2,2019-10-15,cold-beam-games,cold-beam-games,ios,apple-appstore,everyone-10-plus,3.86,,1,14
imperator-rome,2019-04-24,paradox-development-studio,paradox-interactive,pc,gog,not-yet-rated,3.3,76.0,5,43
imperator-rome,2019-04-24,paradox-development-studio,paradox-interactive,pc,steam,not-yet-rated,3.3,76.0,5,43
imperator-rome,2019-04-24,paradox-development-studio,paradox-interactive,macos,apple-appstore,not-yet-rated,3.3,76.0,5,43
imperator-rome,2019-04-24,paradox-development-studio,paradox-interactive,linux,gog,not-yet-rated,3.3,76.0,5,43
imperator-rome,2019-04-24,paradox-development-studio,paradox-interactive,linux,steam,not-yet-rated,3.3,76.0,5,43
subnautica-below-zero,2019-01-30,unknown-worlds-entertainment,unknown-worlds-entertainment,pc,epic-games,everyone-10-plus,4.07,,3,58
subnautica-below-zero,2019-01-30,unknown-worlds-entertainment,unknown-worlds-entertainment,pc,steam,everyone-10-plus,4.07,,3,58
subnautica-below-zero,2019-01-30,unknown-worlds-entertainment,unknown-worlds-entertainment,nintendo-switch,nintendo,everyone-10-plus,4.07,,3,58
subnautica-below-zero,2019-01-30,unknown-worlds-entertainment,unknown-worlds-entertainment,macos,apple-appstore,everyone-10-plus,4.07,,3,58
neoverse-2,2019-01-09,tinogames-inc,tinogames-inc,pc,steam,not-yet-rated,3.21,,1,14
neoverse-2,2019-01-09,tinogames-inc,tinogames-inc,macos,apple-appstore,not-yet-rated,3.21,,1,14
fun-with-ragdolls-the-game,2019-08-31,jadon-barnes,jadon-barnes,pc,steam,everyone-10-plus,0.0,,1,1
fun-with-ragdolls-the-game,2019-08-31,jadon-barnes,jadon-barnes,pc,itch,everyone-10-plus,0.0,,1,1
fun-with-ragdolls-the-game,2019-08-31,jadon-barnes,jadon-barnes,ios,apple-appstore,everyone-10-plus,0.0,,1,1
fun-with-ragdolls-the-game,2019-08-31,jadon-barnes,jadon-barnes,macos,apple-appstore,everyone-10-plus,0.0,,1,1
horace,2019-07-18,sean-scaplehorn,505-games,pc,epic-games,not-yet-rated,3.7,82.0,2,10
horace,2019-07-18,sean-scaplehorn,505-games,pc,steam,not-yet-rated,3.7,82.0,2,10
horace,2019-07-18,sean-scaplehorn,505-games,pc,itch,not-yet-rated,3.7,82.0,2,10
horace,2019-07-18,sean-scaplehorn,505-games,nintendo-switch,nintendo,not-yet-rated,3.7,82.0,2,10
deliver-us-the-moon,2019-10-09,keoken-interactive,wired-productions,pc,xbox-store,teen,3.53,74.0,4,73
deliver-us-the-moon,2019-10-09,keoken-interactive,wired-productions,pc,steam,teen,3.53,74.0,4,73
deliver-us-the-moon,2019-10-09,keoken-interactive,wired-productions,pc,gog,teen,3.53,74.0,4,73
deliver-us-the-moon,2019-10-09,keoken-interactive,wired-productions,xbox-one,xbox-store,teen,3.53,74.0,4,73
deliver-us-the-moon,2019-10-09,keoken-interactive,wired-productions,playstation4,playstation-store,teen,3.53,74.0,4,73
deliver-us-the-moon,2019-10-09,keoken-interactive,wired-productions,nintendo-switch,nintendo,teen,3.53,74.0,4,73
tetris-99,2019-02-13,arika,nintendo,nintendo-switch,,everyone,4.33,83.0,0,200
blood-fresh-supply,2019-05-08,monolith-productions,atari,pc,gog,not-yet-rated,4.21,,1,52
blood-fresh-supply,2019-05-08,monolith-productions,atari,pc,steam,not-yet-rated,4.21,,1,52
heave-ho,2019-08-29,le-cartel-studio,devolver-digital,pc,gog,everyone-10-plus,4.28,,2,18
heave-ho,2019-08-29,le-cartel-studio,devolver-digital,pc,steam,everyone-10-plus,4.28,,2,18
heave-ho,2019-08-29,le-cartel-studio,devolver-digital,nintendo-switch,nintendo,everyone-10-plus,4.28,,2,18
heave-ho,2019-08-29,le-cartel-studio,devolver-digital,macos,apple-appstore,everyone-10-plus,4.28,,2,18
ai-war-2,2019-10-21,arcen-games-llc,arcen-games-llc,pc,gog,not-yet-rated,0.0,,2,2
ai-war-2,2019-10-21,arcen-games-llc,arcen-games-llc,pc,steam,not-yet-rated,0.0,,2,2
ai-war-2,2019-10-21,arcen-games-llc,arcen-games-llc,macos,apple-appstore,not-yet-rated,0.0,,2,2
ai-war-2,2019-10-21,arcen-games-llc,arcen-games-llc,linux,gog,not-yet-rated,0.0,,2,2
ai-war-2,2019-10-21,arcen-games-llc,arcen-games-llc,linux,steam,not-yet-rated,0.0,,2,2
little-misfortune,2019-09-17,killmonday-games,killmonday-games-ab,pc,xbox-store,teen,4.01,57.0,3,69
little-misfortune,2019-09-17,killmonday-games,killmonday-games-ab,pc,gog,teen,4.01,57.0,3,69
little-misfortune,2019-09-17,killmonday-games,killmonday-games-ab,pc,steam,teen,4.01,57.0,3,69
little-misfortune,2019-09-17,killmonday-games,killmonday-games-ab,xbox-one,xbox-store,teen,4.01,57.0,3,69
little-misfortune,2019-09-17,killmonday-games,killmonday-games-ab,playstation4,playstation-store,teen,4.01,57.0,3,69
little-misfortune,2019-09-17,killmonday-games,killmonday-games-ab,ios,apple-appstore,teen,4.01,57.0,3,69
little-misfortune,2019-09-17,killmonday-games,killmonday-games-ab,linux,xbox-store,teen,4.01,57.0,3,69
little-misfortune,2019-09-17,killmonday-games,killmonday-games-ab,linux,gog,teen,4.01,57.0,3,69
little-misfortune,2019-09-17,killmonday-games,killmonday-games-ab,linux,steam,teen,4.01,57.0,3,69
telling-lies,2019-08-23,annapurna-interactive,annapurna-interactive,pc,xbox-store,mature,3.73,82.0,4,49
telling-lies,2019-08-23,annapurna-interactive,annapurna-interactive,pc,gog,mature,3.73,82.0,4,49
telling-lies,2019-08-23,annapurna-interactive,annapurna-interactive,pc,steam,mature,3.73,82.0,4,49
telling-lies,2019-08-23,annapurna-interactive,annapurna-interactive,xbox-one,xbox-store,mature,3.73,82.0,4,49
telling-lies,2019-08-23,annapurna-interactive,annapurna-interactive,playstation4,playstation-store,mature,3.73,82.0,4,49
telling-lies,2019-08-23,annapurna-interactive,annapurna-interactive,nintendo-switch,nintendo,mature,3.73,82.0,4,49
telling-lies,2019-08-23,annapurna-interactive,annapurna-interactive,ios,apple-appstore,mature,3.73,82.0,4,49
telling-lies,2019-08-23,annapurna-interactive,annapurna-interactive,macos,apple-appstore,mature,3.73,82.0,4,49
nier-automata-game-of-the-yorha-edition,2019-02-26,platinumgames,square-enix,pc,steam,mature,4.0,91.0,0,87
nier-automata-game-of-the-yorha-edition,2019-02-26,platinumgames,square-enix,playstation4,playstation-store,mature,4.0,91.0,0,87
layers-of-fear-2,2019-05-27,gun-media-holdings-inc,gun-media,pc,gog,mature,3.24,67.0,4,66
layers-of-fear-2,2019-05-27,gun-media-holdings-inc,gun-media,pc,xbox-store,mature,3.24,67.0,4,66
layers-of-fear-2,2019-05-27,gun-media-holdings-inc,gun-media,pc,steam,mature,3.24,67.0,4,66
layers-of-fear-2,2019-05-27,gun-media-holdings-inc,gun-media,xbox-one,xbox-store,mature,3.24,67.0,4,66
layers-of-fear-2,2019-05-27,gun-media-holdings-inc,gun-media,playstation4,playstation-store,mature,3.24,67.0,4,66
dicey-dungeons,2019-08-13,terry-cavanagh,terry-cavanagh,pc,itch,not-yet-rated,4.21,80.0,3,46
dicey-dungeons,2019-08-13,terry-cavanagh,terry-cavanagh,pc,steam,not-yet-rated,4.21,80.0,3,46
dicey-dungeons,2019-08-13,terry-cavanagh,terry-cavanagh,nintendo-switch,nintendo,not-yet-rated,4.21,80.0,3,46
missed-messages,2019-05-01,angela-he,angela-he,pc,steam,not-yet-rated,3.76,,1,39
missed-messages,2019-05-01,angela-he,angela-he,pc,itch,not-yet-rated,3.76,,1,39
missed-messages,2019-05-01,angela-he,angela-he,macos,apple-appstore,not-yet-rated,3.76,,1,39
missed-messages,2019-05-01,angela-he,angela-he,linux,steam,not-yet-rated,3.76,,1,39
missed-messages,2019-05-01,angela-he,angela-he,linux,itch,not-yet-rated,3.76,,1,39
anno-1800,2019-04-16,blue-byte,ubisoft-entertainment,pc,epic-games,everyone-10-plus,4.22,81.0,7,80
anno-1800,2019-04-16,blue-byte,ubisoft-entertainment,pc,steam,everyone-10-plus,4.22,81.0,7,80
kards,2019-04-12,1939-games,1939-games,pc,steam,not-yet-rated,3.45,,1,11
moons-of-madness,2019-10-22,rock-pocket-games,funcom,pc,xbox-store,mature,3.45,65.0,4,43
moons-of-madness,2019-10-22,rock-pocket-games,funcom,pc,steam,mature,3.45,65.0,4,43
moons-of-madness,2019-10-22,rock-pocket-games,funcom,xbox-one,xbox-store,mature,3.45,65.0,4,43
moons-of-madness,2019-10-22,rock-pocket-games,funcom,playstation4,playstation-store,mature,3.45,65.0,4,43
