GameKey,GameName,MainGenre,SubGenre
felix-the-reaper,Felix The Reaper,Indie,Adventure
stygian-reign-of-the-old-ones,Stygian: Reign of the Old Ones,Indie,RPG
genesis-alpha-one,Genesis Alpha One,Shooter,Adventure
eliza,Eliza,Indie,Action
whispers-of-a-machine,Whispers of a Machine,Indie,Adventure
automachef,Automachef,Indie,Simulation
jump-force,Jump Force,Action,RPG
staxel,Staxel,Indie,RPG
the-surge-2,The Surge 2,Adventure,Action
sayonara-wild-hearts,Sayonara Wild Hearts,Casual,Indie
the-stillness-of-the-wind,The Stillness of the Wind,Indie,Adventure
total-war-three-kingdoms,Total War: THREE KINGDOMS,Strategy,Action
sinking-city,The Sinking City,Adventure,Action
mable-the-wood,Mable & The Wood,Indie,Adventure
truberbrook,Trüberbrook – A Nerd Saves the World,Indie,Adventure
ni-no-kuni-wrath-of-the-white-witch-remastered,Ni no Kuni: Wrath of the White Witch Remastered,Adventure,Action
catherine-full-body,Catherine: Full Body,Adventure,Action
198x,198X,Arcade,Indie
yuppie-psycho,Yuppie Psycho,Indie,Adventure
monster-hunter-world-iceborne,Monster Hunter World: Iceborne,Massively Multiplayer,Action
kurtzpel,KurtzPel,Action,none
afterparty,Afterparty,Indie,Adventure
dead-or-alive-6,DEAD OR ALIVE 6,Action,Fighting
tales-of-vesperia-definitive-edition,Tales of Vesperia: Definitive Edition,RPG,none
lonely-mountains-downhill,Lonely Mountains: Downhill,Racing,Indie
indivisible,Indivisible,Indie,Action
sea-of-solitude,Sea of Solitude,Adventure,Action
blazing-chrome,Blazing Chrome,Indie,Action
tom-clancys-ghost-recon-breakpoint,Tom Clancy's Ghost Recon Breakpoint,Shooter,none
kind-words-lo-fi-chill-beats-to-write-to,Kind Words (lo fi chill beats to write to),Casual,Indie
almost-there-the-platformer,Almost There: The Platformer,Casual,Strategy
mlb-the-show-19,MLB The Show 19,Sports,none
train-valley-2,Train Valley 2,Casual,Strategy
warsaw,WARSAW,Strategy,Indie
dissidia-final-fantasy-nt-free-edition,DISSIDIA FINAL FANTASY NT Free Edition,Action,none
satisfactory,Satisfactory,Indie,Strategy
gato-roboto,Gato Roboto,Indie,Adventure
sigma-theory,Sigma Theory,Strategy,Indie
etherborn,Etherborn,Indie,Adventure
autonauts-2,Autonauts,Casual,Indie
descenders,Descenders,Racing,Action
biomutant,Biomutant,Action,RPG
outward,Outward,RPG,none
60-seconds-reatomized,60 Seconds! Reatomized,Adventure,Casual
final-fantasy-viii-remastered,Final Fantasy VIII Remastered,Adventure,RPG
beat-hazard-2,Beat Hazard 2,Casual,Indie
imperator-rome,Imperator: Rome,Strategy,Simulation
subnautica-below-zero,Subnautica: Below Zero,Indie,Adventure
neoverse-2,NEOVERSE,Strategy,Indie
fun-with-ragdolls-the-game,Fun with Ragdolls: The Game,Indie,Action
horace,Horace,Indie,Platformer
deliver-us-the-moon,Deliver Us the Moon,Indie,Adventure
tetris-99,Tetris 99,Massively Multiplayer,Puzzle
blood-fresh-supply,Blood: Fresh Supply,Action,none
heave-ho,Heave Ho,Indie,Platformer
ai-war-2,AI War 2,Strategy,Indie
little-misfortune,Little Misfortune,Casual,Indie
telling-lies,Telling Lies,Indie,Adventure
nier-automata-game-of-the-yorha-edition,NieR:Automata Game of the YoRHa Edition,Action,none
layers-of-fear-2,Layers of Fear 2,Casual,Indie
dicey-dungeons,Dicey Dungeons,Strategy,Indie
missed-messages,missed messages.,Casual,Indie
anno-1800,Anno 1800,Strategy,Simulation
kards,KARDS,Strategy,Indie
moons-of-madness,Moons of Madness,Indie,Adventure
cadence-of-hyrule,Cadence of Hyrule,Adventure,Action
draugen,Draugen,Indie,Adventure
concrete-genie,Concrete Genie,Adventure,Action
eastshade,Eastshade,Indie,Adventure
plants-vs-zombies-battle-for-neighborville,Plants vs. Zombies: Battle for Neighborville,Casual,Strategy
dragon-quest-builders-2,Dragon Quest Builders 2,Adventure,Action
yoshi-2018,Yoshi's Crafted World,Platformer,none
carried-away,When Ski Lifts Go Wrong,Puzzle,Casual
trials-rising,Trials Rising,Racing,Arcade
river-city-girls,River City Girls,Action,none
new-super-mario-bros-u-deluxe,New Super Mario Bros. U Deluxe,Platformer,none
blood-truth,Blood & Truth,Shooter,Action
ai-the-somnium-files,AI: The Somnium Files,Adventure,none
neocab,Neo cab,Indie,Adventure
rad-2,RAD,Action,none
inmost,Inmost,Indie,Platformer
pandemic-express,Pandemic Express,Indie,Massively Multiplayer
creature-in-the-well,Creature in the Well,Indie,Action
project-winter,Project Winter,Adventure,Action
the-jackbox-party-pack-6,The Jackbox Party Pack 6,Casual,none
judge-eyes-shinigami-no-yuigon,Judgment (2019),Adventure,Action
ancestors-the-humankind-odyssey,ANCESTORS: The Humankind Odyssey,Indie,Adventure
love-thyself-a-horatio-story,Love Thyself - A Horatio Story,Casual,Indie
totally-reliable-delivery-service-beta,Totally Reliable Delivery Service Beta,Indie,Action
coloring-game-2,Coloring Game,Casual,Indie
close-to-the-sun,Close To The Sun,Indie,Adventure
amid-evil,AMID EVIL,Action,none
trover-saves-the-universe,Trover saves the Universe,Indie,Adventure
hypnospace-outlaw,Hypnospace Outlaw,Simulation,none
kids,KIDS,Casual,Indie
team-sonic-racing,Team Sonic Racing,Racing,none
madden-nfl-20,Madden NFL 20,Sports,none
one-finger-death-punch-2-2,One Finger Death Punch 2,Casual,Indie
griftlands,Griftlands,Adventure,RPG
god-eater-3,God Eater 3,Adventure,Action
townsmen-a-kingdom-rebuilt,Townsmen - A Kingdom Rebuilt,Casual,Strategy
desolate,DESOLATE,Massively Multiplayer,Adventure
heavens-vault,Heaven's Vault,Indie,Adventure
supermarket-shriek,Supermarket Shriek,Racing,Arcade
pathway,Pathway,Indie,Strategy
castlevania-anniversary-collection,Castlevania Anniversary Collection,Racing,Adventure
aperture-hand-lab,Aperture Hand Lab,Adventure,none
cat-quest-ii,Cat Quest II,Indie,Adventure
lonks-adventure,Reventure,Indie,Adventure
steamworld-quest,SteamWorld Quest: Hand of Gilgamech,Card,Adventure
when-the-darkness-comes,When the Darkness comes,Indie,Adventure
die-young-prologue,Die Young: Prologue,Indie,Adventure
unruly-heroes,Unruly Heroes,Adventure,Action
hell-let-loose,Hell Let Loose,Strategy,Indie
what-the-golf,WHAT THE GOLF?,Casual,Indie
stranger-things-3-the-game,Stranger Things 3: The Game,Adventure,Action
chernobylite,Chernobylite,Adventure,Action
cube-world,Cube World,Indie,Adventure
song-of-horror,Song of Horror,Adventure,none
zombotron,Zombotron,Indie,Adventure
dawn-of-man,Dawn of Man,Strategy,Indie
sniper-elite-v2-remastered,Sniper Elite V2 Remastered,Shooter,Action
vigor-game-preview,Vigor,Shooter,Action
contra-anniversary-collection,Contra Anniversary Collection,Shooter,Action
secret-neighbor-beta,Secret Neighbor Beta,Indie,Adventure
ringfit-adventure,Ring Fit Adventure,Adventure,Simulation
pilgrims,Pilgrims,Casual,Indie
darq,DARQ,Indie,Adventure
valfaris,Valfaris,Indie,Action
mutazione,Mutazione,Indie,Adventure
cooking-simulator,Cooking Simulator,Simulation,none
assemble-with-care,Assemble with Care,Casual,Indie
roombo-first-blood,Roombo: First Blood,Indie,Action
warhammer-chaosbane,Warhammer: Chaosbane,Adventure,Action
neon-beats,Neon Beats,Platformer,Indie
we-the-revolution,We. The Revolution,Indie,Strategy
degrees-of-separation,Degrees of Separation,Casual,Indie
dark-devotion,Dark Devotion,Indie,Adventure
ghostbusters-the-video-game-remastered,Ghostbusters: The Video Game Remastered,Action,none
knights-and-bikes,Knights And Bikes,Indie,Adventure
lust-from-beyond-prologue,Lust from Beyond: Prologue,Adventure,none
marvel-ultimate-alliance-3-the-black-order,Marvel Ultimate Alliance 3: The Black Order,Action,RPG
she-sees-red,She Sees Red,Indie,Adventure
police-stories,Police Stories,Shooter,Action
rebel-cops,Rebel Cops,Strategy,RPG
swag-and-sorcery,Swag and Sorcery,Strategy,Indie
devils-hunt,Devil's Hunt,Action,none
riverbond,Riverbond,Indie,Adventure
atelier-ryza-ever-darkness-the-secret-hideout,Atelier Ryza: Ever Darkness & the Secret Hideout,Adventure,RPG
world-of-warships-legends,WORLD OF WARSHIPS: LEGENDS,Action,none
devolver-bootleg,Devolver Bootleg,Adventure,Action
steel-circus,Steel Circus,Massively Multiplayer,Action
operencia-the-stolen-sun,Operencia: The Stolen Sun,RPG,none
overland,Overland,Strategy,Indie
wwe-2k20,WWE 2K20,Simulation,Sports
foundation,Foundation,Strategy,Indie
warhammer-40000-inquisitor-prophecy,"Warhammer 40,000: Inquisitor - Prophecy",Indie,Adventure
zach-like,ZACH-LIKE,Indie,Puzzle
daymare-1998,Daymare: 1998,Indie,Adventure
the-beast-inside,The Beast Inside,Indie,Adventure
the-hong-kong-massacre,The Hong Kong Massacre,Shooter,Indie
druidstone-the-secret-of-the-menhir-forest,Druidstone: The Secret of the Menhir Forest,Indie,Strategy
re-legion,Re-Legion,Strategy,RPG
sky-light-awaits,Sky: Children of the Light,Family,Adventure
medievil-2019,MediEvil (2019),Action,none
new-frontier,New Frontier,Indie,Massively Multiplayer
devotion-2,Devotion,Indie,Adventure
sable,SABLE,Indie,Adventure
riot-civil-unrest,RIOT - Civil Unrest,Strategy,Indie
the-blackout-club,The Blackout Club,Indie,Action
eagle-island,Eagle Island,Indie,Adventure
postal-4-no-regerts,POSTAL 4: No Regerts,Shooter,Adventure
7th-sector,7th Sector,Indie,Adventure
the-textorcist-the-story-of-ray-bibbia,The Textorcist: The Story of Ray Bibbia,Indie,Action
battlefleet-gothic-armada-2,Battlefleet Gothic: Armada 2,Strategy,none
manifold-garden,Manifold Garden,Indie,Adventure
feudal-alloy,Feudal Alloy,Indie,Action
feather,Feather,Casual,Indie
vambrace-cold-soul,Vambrace: Cold Soul,Indie,Adventure
fade-to-silence,Fade to Silence,RPG,none
daemon-x-machina,DAEMON X MACHINA,Action,none
tick-tock-a-tale-for-two,Tick Tock: A Tale for Two,Casual,Indie
final-fantasy-xiv-shadowbringers,FINAL FANTASY XIV: Shadowbringers,Massively Multiplayer,RPG
gibbous-a-cthulhu-adventure,Gibbous - A Cthulhu Adventure,Adventure,none
encased-a-sci-fi-post-apocalyptic-rpg,Encased: a sci-fi post-apocalyptic RPG,Strategy,Adventure
nascar-heat-4,NASCAR Heat 4,Racing,none
mobile-suit-gundam-battle-operation-2-2,MOBILE SUIT GUNDAM BATTLE OPERATION 2,none,none
bad-north-jotunn-edition,Bad North: Jotunn Edition,Strategy,Action
russian-life-simulator,Russian Life Simulator,Simulation,none
oninaki,Oninaki,Action,RPG
planetside-arena,PlanetSide Arena,Action,none
secret-neighbor,Secret Neighbor,Indie,Adventure
the-great-perhaps,The Great Perhaps,Casual,Indie
the-lego-movie-2-videogame,The LEGO Movie 2 Videogame,Adventure,Action
toejam-earl-back-in-the-groove,ToeJam & Earl: Back in the Groove,Indie,Adventure
spellforce-3-soul-harvest,SpellForce 3: Soul Harvest,Strategy,RPG
left-alive,LEFT ALIVE,Adventure,Action
the-walking-dead-the-telltale-definitive-series,The Walking Dead: The Telltale Definitive Series,Adventure,none
vane,Vane,Indie,Adventure
streets-of-red-devils-dare-deluxe-2,Streets of Red: Devil's Dare Deluxe,Indie,Action
anodyne-2-return-to-dust,Anodyne 2: Return to Dust,Indie,Adventure
electronic-super-joy-2,Electronic Super Joy 2,Indie,none
snakeybus,Snakeybus,Casual,Indie
hentai-girl-karen,Hentai Girl Karen,Casual,Indie
furry-girl,Furry Girl 🐺,Adventure,Action
away-journey-to-the-unexpected,AWAY: Journey to the Unexpected,Adventure,Action
the-eternal-castle-remastered,The Eternal Castle [REMASTERED],Indie,Platformer
destiny-2-shadowkeep,Destiny 2: Shadowkeep,Action,none
lovers-of-aether,Lovers of Aether,Casual,Indie
big-drunk-satanic-massacre,BDSM: Big Drunk Satanic Massacre,Shooter,Indie
macdows-95,macdows 95,Indie,none
coloring-game-little-city,Coloring Game: Little City,Casual,Indie
the-mercury-man,The Mercury Man,Indie,Strategy
watchers,Watchers,Indie,Massively Multiplayer
lorelai,Lorelai,Adventure,none
dead-or-alive-6-core-fighters,DEAD OR ALIVE 6: Core Fighters,Action,Fighting
workers-resources-soviet-republic,Workers & Resources: Soviet Republic,Strategy,Indie
pine-2,Pine,Adventure,Action
shkhd-zima-its-winter,ШХД: ЗИМА / IT'S WINTER,Casual,Indie
pumped-bmx-pro,Pumped BMX Pro,Sports,none
john-wick-hex,John Wick Hex,Strategy,none
star-traders-frontiers,Star Traders: Frontiers,Strategy,RPG
despotism-3k,Despotism 3k,Strategy,Indie
one-piece-world-seeker,ONE PIECE World Seeker,Adventure,Action
akane,Akane,Casual,Indie
travis-strikes-again-no-more-heroes,Travis Strikes Again: No More Heroes,Action,none
warhammer-chaos-conquest,Warhammer: Chaos And Conquest,Strategy,Massively Multiplayer
neptunia-shooter-nepushiyuta,Neptunia Shooter / ネプシューター,Action,none
mutant-year-zero-seed-of-evil,Mutant Year Zero: Seed of Evil,Strategy,RPG
omon-simulator,OMON Simulator,Adventure,Action
my-big-sister,My Big Sister,Adventure,RPG
enderal,Enderal: Forgotten Stories,Adventure,Action
disney-classic-games-aladdin-and-the-lion-king,Disney Classic Games: Aladdin and the Lion King,Platformer,Action
call-of-duty-mobile,Call of Duty: Mobile,Shooter,Action
stela,Stela,Indie,Adventure
wrc-8-fia-world-rally-championship,WRC 8 FIA World Rally Championship,Racing,Arcade
shakedown-hawaii,Shakedown: Hawaii,Arcade,Indie
gloomhaven,Gloomhaven,Strategy,Adventure
metal-wolf-chaos-xd,Metal Wolf Chaos XD,Action,none
the-legend-of-heroes-trails-of-cold-steel-iii,The Legend of Heroes: Trails of Cold Steel III,RPG,none
xeno-crisis-2,Xeno Crisis,Action,none
sin-slayers-the-first-sin,Sin Slayers: The First Sin,Indie,Strategy
nova-drift,Nova Drift,Indie,Action
silver-chains,Silver Chains,Indie,Adventure
robothorium,Robothorium,Strategy,RPG
hentai-girl-fantasy,Hentai Girl Fantasy,Casual,Indie
astrologaster,Astrologaster,Adventure,Puzzle
rebel-galaxy-outlaw,Rebel Galaxy Outlaw,Adventure,Action
cyber-hunter,Cyber Hunter,Massively Multiplayer,Adventure
shi-xie-yin-bloody-spell,嗜血印 Bloody Spell,Indie,Adventure
art-sqool,ART SQOOL,Casual,Indie
aftercharge,Aftercharge,Action,none
power-rangers-battle-for-the-grid,Power Rangers: Battle For The Grid,Action,none
wolfenstein-cyberpilot,Wolfenstein: Cyberpilot,Shooter,Action
weedcraft-inc,Weedcraft Inc,Strategy,Indie
apsulov-end-of-gods,Apsulov: End of Gods,Indie,Adventure
digimon-story-cyber-sleuth-complete-edition,Digimon Story Cyber Sleuth: Complete Edition,RPG,none
paradox-soul,Paradox Soul,Indie,Adventure
kill-la-kill-if,KILL la KILL - IF,Action,Fighting
stellaris-console-edition,Stellaris: Console Edition,Strategy,none
i-hate-this-game-2,I hate this game,Indie,none
the-liar-princess-and-the-blind-prince,The Liar Princess and the Blind Prince,Platformer,Adventure
seek-girl,Seek Girl,Indie,none
ghoulboy,Ghoulboy,Casual,Indie
session-skateboarding-sim-game,Session: Skateboarding Sim Game,Simulation,Sports
a-fishermans-tale,A Fisherman's Tale,Indie,Adventure
spaceland-2,Spaceland,Indie,Strategy
puyo-puyo-champions,Puyo Puyo Champions / ぷよぷよ eスポーツ,Casual,Puzzle
abandon-ship,Abandon Ship,Indie,Strategy
metro-exodus-the-two-colonels,Metro Exodus: The Two Colonels,Shooter,Action
saya-no-uta-the-song-of-saya,Saya no Uta ~ The Song of Saya,Adventure,Simulation
knightin-2,Knightin'+,Indie,Adventure
batman-arkham-collection,Batman: Arkham Collection,Action,none
minoria,Minoria,Indie,Adventure
microsoft-maquette,Microsoft Maquette,Casual,none
rico,Rico,Shooter,Action
swine-hd-remaster,S.W.I.N.E. HD Remaster,Strategy,none
flotsam,Flotsam,Strategy,Indie
rain-of-reflections-chapter-1,Rain of Reflections: Chapter 1,Indie,Strategy
the-world-next-door,The World Next Door,Indie,Adventure
wet-girl,Wet Girl,Casual,Indie
bear-with-me-the-lost-robots,Bear With Me: The Lost Robots,Indie,Adventure
world-of-warcraft-classic,World of Warcraft Classic,Massively Multiplayer,RPG
dont-even-think,DON'T EVEN THINK,Shooter,Action
the-sojourn,The Sojourn,Indie,Adventure
conan-unconquered,Conan Unconquered,Strategy,none
people-playground,People Playground,Casual,Indie
pagan-online,Pagan Online,Massively Multiplayer,Action
the-elder-scroll-online-elsweyr,The Elder Scrolls Online: Elsweyr,Adventure,Action
vopime-fire-free-fire-hack,vopi.me fire - Free Fire Hack,Action,none
jenny-leclue-detectivu,Jenny LeClue - Detectivu,Casual,Indie
mirror-maker,Mirror Maker,Indie,RPG
zup-9,Zup! 9,Casual,Indie
daggerhood,Daggerhood,Arcade,Casual
grid-2019,GRID (2019),Racing,Simulation
toki-2019,Toki (2019),Adventure,none
everybodys-golf-vr,Everybody's Golf VR,Sports,none
meeple-station,Meeple Station,RPG,Casual
grimshade,Grimshade,Adventure,RPG
auto-chess,Auto Chess,Strategy,none
mario-kart-tour,Mario Kart Tour,Casual,Racing
steel-division-2,Steel Division 2,Strategy,Indie
crystar,Crystar,Action,RPG
taboos-cracks,Taboos: Cracks,Casual,Indie
femdom-waifu,Femdom Waifu,Indie,none
contra-rogue-corps,Contra Rogue Corps,Action,none
solstice-chronicles-mia,Solstice Chronicles: MIA,Strategy,Indie
super-neptunia-rpg,Super Neptunia RPG,Adventure,Action
seal-girl,Seal Girl,Casual,Indie
xenon-racer,Xenon Racer,Racing,Action
undead-horde,Undead Horde,Indie,Adventure
the-church-in-the-darkness,The Church in the Darkness,Indie,Adventure
crystal-crisis,Crystal Crisis,Casual,Action
peasant-knight,Peasant Knight,Casual,Indie
jump-king,Jump King,Indie,Adventure
tangle-tower,Tangle Tower,Indie,Adventure
eternity-the-last-unicorn,Eternity: The Last Unicorn,Action,RPG
senran-kagura-burst-renewal,SENRAN KAGURA Burst Re:Newal,Action,none
forza-horizon-4-lego-speed-champions,Forza Horizon 4 LEGO Speed Champions,Racing,none
crossroads-inn,Crossroads Inn,Adventure,RPG
sakura-mmo-3,Sakura MMO 3,Simulation,none
zup-xs,Zup! XS,Casual,Indie
the-padre,The Padre,Indie,Adventure
the-bradwell-conspiracy,The Bradwell Conspiracy,Casual,Indie
fate-hunters,Fate Hunters,Indie,Adventure
road-to-guangdong-story-based-indie-road-trip-driv,Road to Guangdong,Indie,Adventure
caravan-stories,CARAVAN STORIES,RPG,none
sakura-fox-adventure,Sakura Fox Adventure,Simulation,none
rainswept,Rainswept,Indie,Adventure
plane-mechanic-simulator,Plane Mechanic Simulator,Indie,Simulation
q-yo-blaster,Q-YO Blaster,Indie,Adventure
oceanhorn-2-knights-of-the-lost-realm,Oceanhorn 2: Knights of the Lost Realm,Adventure,Action
last-oasis,Last Oasis,Indie,Massively Multiplayer
decay-of-logos,Decay of Logos,Indie,Adventure
in-vert,IN-VERT,Indie,Adventure
super-monkey-ball-banana-blitz-hd,Super Monkey Ball: Banana Blitz HD,Platformer,Action
travis-strikes-again-no-more-heroes-complete-editi,Travis Strikes Again: No More Heroes Complete Edition,Action,none
acting-lessons,Acting Lessons,Indie,none
one-leaves,One Leaves,none,none
death-and-taxes,Death and Taxes,Indie,Simulation
falcon-age,Falcon Age,Adventure,Action
hentai-arena-battle-royale,Hentai Arena | Battle Royale,Indie,Action
vacation-simulator,Vacation Simulator,Adventure,Action
earth-defense-forceiron-rain,Earth Defense Force: Iron Rain,Shooter,Action
love-sick-interactive-stories,Love Sick: Interactive Stories,RPG,Simulation
dry-drowning,Dry Drowning,Indie,Adventure
atomicrops,Atomicrops,Shooter,Indie
element-space,Element: Space,Strategy,Action
hello-neighbor-pre-alpha,Hello Neighbor Pre-Alpha,Indie,Strategy
catgirl-lover,CATGIRL LOVER,Casual,Indie
lovely-planet-2-april-skies,Lovely Planet 2: April Skies,Indie,Action
higurashi-when-they-cry-hou-ch7-minagoroshi,Higurashi When They Cry Hou - Ch.7 Minagoroshi,Adventure,none
merchant-of-the-skies,Merchant of the Skies,Strategy,Indie
in-the-pause-between-the-ringing-2,In the Pause Between the Ringing,Casual,Indie
outbuddies,OUTBUDDIES,Indie,Adventure
alvastia-chronicles,Alvastia Chronicles,Casual,Indie
collection-of-mana,Collection of Mana,Adventure,Action
vicious-circle,Vicious Circle,Indie,Adventure
hello-neighbor-alpha-4,Hello Neighbor Alpha 4,Indie,Strategy
collapsed,COLLAPSED,Indie,Action
dead-end-job,Dead End Job,Shooter,Indie
trials-rising-open-beta,Trials Rising - Open Beta,Racing,none
detective-di-the-silk-rose-murders,Detective Di: The Silk Rose Murders,Indie,Adventure
dangerous-driving,Dangerous Driving,Racing,Arcade
hello-neighbor-alpha-2,Hello Neighbor Alpha 2,Indie,Strategy
irony-curtain-from-matryoshka-with-love,Irony Curtain: From Matryoshka with Love,Indie,Adventure
stacks-tnt,Stacks TNT,Indie,Action
fantasy-girl,Fantasy Girl,Adventure,RPG
thea-2-the-shattering,Thea 2: The Shattering,Strategy,Indie
car-mechanic-simulator,Car Mechanic Simulator,Simulation,none
house-of-1000-doors-serpent-flame,House of 1000 Doors: Serpent Flame,Casual,Indie
super-kirby-clash,Super Kirby Clash,Platformer,Action
ghost-giant,Ghost Giant,Family,Adventure
hamsterdam,Hamsterdam,Indie,Action
arcade-classics-anniversary-collection,Anniversary Collection Arcade Classics,Casual,Arcade
house-of-1000-doors-evil-inside,House of 1000 Doors: Evil Inside,Casual,Indie
hentai-killer,Hentai Killer,Casual,Indie
space-junkies-open-beta,Space Junkies - OPEN BETA,Action,Sports
stranded-sails-explorers-of-the-cursed-islands,Stranded Sails - Explorers of the Cursed Islands,Indie,Adventure
hello-neighbor-alpha-1,Hello Neighbor Alpha 1,Indie,Strategy
deep-space-rush,Deep Space Rush,none,none
pubg4allcool,pubg.4all.cool,Action,none
koral,Koral,Casual,Indie
zeroptian-invasion,Zeroptian Invasion,Shooter,Indie
himno,Himno,Casual,Indie
session,Session,Simulation,Sports
the-fog-trap-for-moths,The Fog: Trap for Moths,Casual,Indie
eternal-journey-new-atlantis,Eternal Journey: New Atlantis,Casual,Indie
disgaea-4-complete,Disgaea 4 Complete+,Strategy,RPG
borderlands-2-commander-lilith-the-fight-for-sanct,Borderlands 2: Commander Lilith & the Fight for Sanctuary,Action,RPG
between-the-stars,Between the Stars,Strategy,Indie
a-dance-of-fire-and-ice-2,A Dance of Fire and Ice,Casual,Indie
magic-nations,Magic Nations,Strategy,Indie
doom-ii-classic,DOOM II (25th anniversary),Shooter,none
hardcore-mecha,HARDCORE MECHA,Indie,Action
minekos-night-market,Mineko's Night Market,Casual,Indie
hedon,Hedon,Indie,Adventure
hell-warders,Hell Warders,Indie,Action
1000-days-to-escape,1000 days to escape,Casual,Indie
blood-card,Blood Card,Card,Strategy
mittelborg,Mittelborg,Indie,Strategy
super-naughty-maid-2,Super Naughty Maid 2,Casual,Indie
arcade-spirits,Arcade Spirits,Indie,Adventure
train-station-renovation,Train Station Renovation,Casual,Indie
how-to-date-a-magical-girl,How To Date A Magical Girl!,Adventure,RPG
