DateKey,FullDate,DayNumber,MonthNumber,Year,CalendarQuarter,Season,HolidayIndicator
2019-08-09,2019-08-09,9,8,2019,3,summer,False
2019-05-30,2019-05-30,30,5,2019,2,spring,False
2019-03-20,2019-03-20,20,3,2019,1,winter,False
2019-02-14,2019-02-14,14,2,2019,1,winter,False
2019-07-19,2019-07-19,19,7,2019,2,summer,False
2019-09-16,2019-09-16,16,9,2019,3,summer,True
2019-06-09,2019-06-09,9,6,2019,2,spring,False
2019-10-26,2019-10-26,26,10,2019,3,autumn,False
2019-08-08,2019-08-08,8,8,2019,3,summer,False
2019-01-31,2019-01-31,31,1,2019,1,winter,False
2019-07-30,2019-07-30,30,7,2019,2,summer,False
2019-06-17,2019-06-17,17,6,2019,2,spring,False
2019-01-01,2019-01-01,1,1,2019,1,winter,True
2019-02-05,2019-02-05,5,2,2019,1,winter,True
2019-07-10,2019-07-10,10,7,2019,2,summer,False
2019-10-13,2019-10-13,13,10,2019,3,autumn,False
2019-03-05,2019-03-05,5,3,2019,1,winter,False
2019-01-16,2019-01-16,16,1,2019,1,winter,False
2019-04-05,2019-04-05,5,4,2019,2,spring,False
2019-08-28,2019-08-28,28,8,2019,3,summer,False
2019-07-02,2019-07-02,2,7,2019,2,summer,False
2019-08-07,2019-08-07,7,8,2019,3,summer,False
2019-05-17,2019-05-17,17,5,2019,2,spring,False
2019-08-22,2019-08-22,22,8,2019,3,summer,False
2019-01-15,2019-01-15,15,1,2019,1,winter,False
2019-02-21,2019-02-21,21,2,2019,1,winter,False
2019-08-12,2019-08-12,12,8,2019,3,summer,False
2019-01-05,2019-01-05,5,1,2019,1,winter,False
2019-08-16,2019-08-16,16,8,2019,3,summer,False
2019-03-07,2019-03-07,7,3,2019,1,winter,False
2019-05-19,2019-05-19,19,5,2019,2,spring,False
2019-03-14,2019-03-14,14,3,2019,1,winter,False
2019-10-28,2019-10-28,28,10,2019,3,autumn,False
2019-04-10,2019-04-10,10,4,2019,2,spring,False
2019-08-06,2019-08-06,6,8,2019,3,summer,False
2019-04-22,2019-04-22,22,4,2019,2,spring,False
2019-02-12,2019-02-12,12,2,2019,1,winter,False
2019-07-09,2019-07-09,9,7,2019,2,summer,False
2019-09-29,2019-09-29,29,9,2019,3,autumn,False
2019-01-24,2019-01-24,24,1,2019,1,winter,False
2019-06-20,2019-06-20,20,6,2019,2,spring,False
2019-06-12,2019-06-12,12,6,2019,2,spring,False
2019-06-07,2019-06-07,7,6,2019,2,spring,False
2019-06-27,2019-06-27,27,6,2019,2,summer,False
2019-04-09,2019-04-09,9,4,2019,2,spring,False
2019-08-01,2019-08-01,1,8,2019,3,summer,False
2019-05-12,2019-05-12,12,5,2019,2,spring,False
2019-03-21,2019-03-21,21,3,2019,1,spring,True
2019-06-26,2019-06-26,26,6,2019,2,summer,False
2019-01-04,2019-01-04,4,1,2019,1,winter,False
2019-02-20,2019-02-20,20,2,2019,1,winter,False
2019-05-20,2019-05-20,20,5,2019,2,spring,False
